,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
foul_prob[290],0.375,0.015,0.346,0.403,0.0,0.0,11778.0,8958.0,1.0
foul_prob[291],0.365,0.015,0.337,0.397,0.0,0.0,10440.0,8974.0,1.0
foul_prob[292],0.359,0.018,0.322,0.393,0.0,0.0,10430.0,9201.0,1.0
foul_prob[293],0.467,0.017,0.433,0.5,0.0,0.0,10935.0,8695.0,1.0
foul_prob[294],0.521,0.056,0.41,0.627,0.001,0.0,10784.0,9379.0,1.0
foul_prob[295],0.451,0.022,0.41,0.493,0.0,0.0,12057.0,8534.0,1.0
foul_prob[296],0.477,0.02,0.436,0.514,0.0,0.0,11741.0,8294.0,1.0
foul_prob[297],0.368,0.023,0.324,0.415,0.0,0.0,11166.0,9067.0,1.0
foul_prob[298],0.513,0.014,0.485,0.539,0.0,0.0,10198.0,8725.0,1.0
foul_prob[299],0.396,0.019,0.359,0.434,0.0,0.0,10633.0,8430.0,1.0
foul_prob[300],0.43,0.022,0.385,0.473,0.0,0.0,11031.0,8302.0,1.0
foul_prob[301],0.408,0.022,0.368,0.455,0.0,0.0,10963.0,8763.0,1.0
foul_prob[302],0.366,0.031,0.309,0.429,0.0,0.0,11725.0,9371.0,1.0
foul_prob[303],0.434,0.019,0.397,0.471,0.0,0.0,10908.0,7652.0,1.0
foul_prob[304],0.344,0.016,0.312,0.376,0.0,0.0,11298.0,8559.0,1.0
foul_prob[305],0.488,0.026,0.435,0.537,0.0,0.0,10632.0,7143.0,1.0
foul_prob[306],0.439,0.017,0.404,0.471,0.0,0.0,10224.0,7538.0,1.0
foul_prob[307],0.432,0.015,0.403,0.463,0.0,0.0,10934.0,8954.0,1.0
foul_prob[308],0.496,0.015,0.466,0.526,0.0,0.0,10711.0,9535.0,1.0
foul_prob[309],0.378,0.022,0.336,0.419,0.0,0.0,10641.0,7993.0,1.0
foul_prob[310],0.435,0.014,0.408,0.462,0.0,0.0,10989.0,8564.0,1.0
foul_prob[311],0.446,0.021,0.404,0.485,0.0,0.0,10115.0,7612.0,1.0
foul_prob[312],0.437,0.019,0.399,0.472,0.0,0.0,10288.0,8492.0,1.0
foul_prob[313],0.394,0.019,0.357,0.431,0.0,0.0,11164.0,8972.0,1.0
foul_prob[314],0.368,0.031,0.308,0.429,0.0,0.0,9876.0,8414.0,1.0
foul_prob[315],0.499,0.018,0.463,0.534,0.0,0.0,10072.0,9000.0,1.0
foul_prob[316],0.446,0.017,0.412,0.479,0.0,0.0,11635.0,8693.0,1.0
foul_prob[317],0.382,0.014,0.352,0.41,0.0,0.0,10525.0,8645.0,1.0
foul_prob[318],0.585,0.031,0.524,0.647,0.0,0.0,11082.0,8715.0,1.0
foul_prob[319],0.384,0.018,0.35,0.419,0.0,0.0,11450.0,9559.0,1.0
foul_prob[320],0.36,0.019,0.324,0.397,0.0,0.0,10746.0,7738.0,1.0
foul_prob[321],0.382,0.028,0.328,0.437,0.0,0.0,10026.0,7142.0,1.0
foul_prob[322],0.406,0.016,0.375,0.436,0.0,0.0,11333.0,8064.0,1.0
foul_prob[323],0.388,0.02,0.348,0.428,0.0,0.0,10920.0,7876.0,1.0
foul_prob[324],0.451,0.017,0.417,0.484,0.0,0.0,10873.0,8565.0,1.0
foul_prob[325],0.521,0.019,0.484,0.556,0.0,0.0,10069.0,8988.0,1.0
foul_prob[326],0.346,0.025,0.297,0.395,0.0,0.0,10911.0,8908.0,1.0
foul_prob[327],0.349,0.026,0.298,0.4,0.0,0.0,10829.0,9770.0,1.0
foul_prob[328],0.468,0.023,0.422,0.511,0.0,0.0,10595.0,8412.0,1.0
foul_prob[329],0.477,0.019,0.439,0.515,0.0,0.0,10726.0,8899.0,1.0
foul_prob[330],0.388,0.017,0.355,0.422,0.0,0.0,11951.0,8450.0,1.0
foul_prob[331],0.421,0.018,0.387,0.458,0.0,0.0,12028.0,9060.0,1.0
foul_prob[332],0.348,0.026,0.297,0.397,0.0,0.0,11014.0,7792.0,1.0
foul_prob[333],0.414,0.036,0.343,0.484,0.0,0.0,11122.0,8454.0,1.0
foul_prob[334],0.374,0.013,0.349,0.401,0.0,0.0,10941.0,8915.0,1.0
foul_prob[335],0.546,0.02,0.504,0.583,0.0,0.0,10463.0,9349.0,1.0
foul_prob[336],0.357,0.014,0.329,0.384,0.0,0.0,10634.0,8879.0,1.0
foul_prob[337],0.339,0.031,0.277,0.399,0.0,0.0,10783.0,8320.0,1.0
foul_prob[338],0.385,0.015,0.356,0.415,0.0,0.0,10849.0,9549.0,1.0
foul_prob[339],0.364,0.019,0.326,0.402,0.0,0.0,11227.0,9239.0,1.0
foul_prob[340],0.411,0.015,0.381,0.44,0.0,0.0,10259.0,7816.0,1.0
foul_prob[341],0.308,0.016,0.278,0.341,0.0,0.0,10344.0,8904.0,1.0
foul_prob[342],0.264,0.029,0.209,0.322,0.0,0.0,10341.0,8116.0,1.0
foul_prob[343],0.508,0.032,0.445,0.569,0.0,0.0,10510.0,8475.0,1.0
foul_prob[344],0.422,0.025,0.372,0.471,0.0,0.0,10275.0,6658.0,1.0
foul_prob[345],0.535,0.019,0.5,0.572,0.0,0.0,10796.0,8425.0,1.0
foul_prob[346],0.363,0.024,0.315,0.41,0.0,0.0,10359.0,8178.0,1.0
foul_prob[347],0.426,0.017,0.391,0.458,0.0,0.0,10251.0,7529.0,1.0
foul_prob[348],0.435,0.015,0.406,0.466,0.0,0.0,11132.0,8668.0,1.0
foul_prob[349],0.398,0.011,0.378,0.421,0.0,0.0,11416.0,8399.0,1.0
foul_prob[350],0.504,0.017,0.47,0.537,0.0,0.0,10739.0,8490.0,1.0
foul_prob[351],0.511,0.021,0.47,0.551,0.0,0.0,9961.0,9666.0,1.0
foul_prob[352],0.389,0.06,0.28,0.512,0.001,0.0,9867.0,8211.0,1.0
foul_prob[353],0.44,0.016,0.408,0.471,0.0,0.0,11137.0,8466.0,1.0
foul_prob[354],0.366,0.02,0.327,0.406,0.0,0.0,11502.0,8985.0,1.0
foul_prob[355],0.387,0.025,0.335,0.434,0.0,0.0,10687.0,7939.0,1.0
foul_prob[356],0.443,0.016,0.412,0.473,0.0,0.0,10506.0,8824.0,1.0
foul_prob[357],0.397,0.026,0.346,0.449,0.0,0.0,9225.0,8033.0,1.0
foul_prob[358],0.524,0.023,0.478,0.569,0.0,0.0,11530.0,9353.0,1.0
foul_prob[359],0.466,0.023,0.421,0.51,0.0,0.0,11374.0,9016.0,1.0
foul_prob[360],0.605,0.018,0.569,0.639,0.0,0.0,11011.0,8505.0,1.0
foul_prob[361],0.484,0.017,0.449,0.517,0.0,0.0,10738.0,7969.0,1.0
foul_prob[362],0.555,0.019,0.516,0.591,0.0,0.0,11438.0,7598.0,1.0
foul_prob[363],0.486,0.019,0.451,0.525,0.0,0.0,10647.0,7908.0,1.0
foul_prob[364],0.439,0.015,0.409,0.467,0.0,0.0,11528.0,9132.0,1.0
foul_prob[365],0.474,0.018,0.44,0.51,0.0,0.0,10872.0,8710.0,1.0
foul_prob[366],0.469,0.031,0.407,0.528,0.0,0.0,11409.0,8802.0,1.0
foul_prob[367],0.399,0.014,0.371,0.426,0.0,0.0,10417.0,9052.0,1.0
foul_prob[368],0.525,0.01,0.506,0.544,0.0,0.0,11270.0,7821.0,1.0
foul_prob[369],0.527,0.023,0.481,0.57,0.0,0.0,10904.0,8618.0,1.0
foul_prob[370],0.338,0.017,0.305,0.372,0.0,0.0,10407.0,9063.0,1.0
foul_prob[371],0.597,0.031,0.535,0.658,0.0,0.0,10780.0,8499.0,1.0
foul_prob[372],0.38,0.028,0.326,0.434,0.0,0.0,9950.0,7972.0,1.0
foul_prob[373],0.386,0.018,0.352,0.421,0.0,0.0,11424.0,9245.0,1.0
foul_prob[374],0.504,0.02,0.467,0.546,0.0,0.0,10398.0,9288.0,1.0
foul_prob[375],0.405,0.022,0.364,0.452,0.0,0.0,10869.0,8525.0,1.0
foul_prob[376],0.354,0.02,0.315,0.394,0.0,0.0,10322.0,9039.0,1.0
foul_prob[377],0.508,0.016,0.476,0.537,0.0,0.0,11565.0,8243.0,1.0
foul_prob[378],0.441,0.031,0.38,0.499,0.0,0.0,9660.0,8318.0,1.0
foul_prob[379],0.505,0.014,0.479,0.532,0.0,0.0,10535.0,8449.0,1.0
foul_prob[380],0.458,0.01,0.438,0.477,0.0,0.0,11564.0,9317.0,1.0
foul_prob[381],0.453,0.011,0.432,0.474,0.0,0.0,11209.0,9139.0,1.0
foul_prob[382],0.457,0.011,0.435,0.478,0.0,0.0,12136.0,9093.0,1.0
foul_prob[383],0.53,0.016,0.498,0.563,0.0,0.0,9833.0,9230.0,1.0
foul_prob[384],0.456,0.028,0.403,0.512,0.0,0.0,10432.0,7612.0,1.0
foul_prob[385],0.344,0.033,0.283,0.411,0.0,0.0,10061.0,8607.0,1.0
foul_prob[386],0.421,0.016,0.389,0.451,0.0,0.0,10670.0,8860.0,1.0
foul_prob[387],0.48,0.01,0.459,0.5,0.0,0.0,10234.0,9287.0,1.0
foul_prob[388],0.335,0.022,0.292,0.379,0.0,0.0,10144.0,8357.0,1.0
foul_prob[389],0.441,0.015,0.41,0.469,0.0,0.0,10887.0,8822.0,1.0
foul_prob[390],0.452,0.018,0.418,0.487,0.0,0.0,10594.0,8987.0,1.0
foul_prob[391],0.511,0.011,0.489,0.531,0.0,0.0,9873.0,8928.0,1.0
foul_prob[392],0.517,0.02,0.478,0.557,0.0,0.0,10093.0,8318.0,1.0
foul_prob[393],0.41,0.032,0.348,0.475,0.0,0.0,10364.0,8087.0,1.0
foul_prob[394],0.512,0.014,0.485,0.539,0.0,0.0,10126.0,9267.0,1.0
foul_prob[395],0.412,0.014,0.385,0.44,0.0,0.0,10297.0,8699.0,1.0
foul_prob[396],0.369,0.015,0.34,0.4,0.0,0.0,11291.0,8307.0,1.0
foul_prob[397],0.369,0.051,0.272,0.471,0.001,0.0,9683.0,8100.0,1.0
foul_prob[398],0.444,0.015,0.415,0.474,0.0,0.0,11045.0,8806.0,1.0
foul_prob[399],0.521,0.016,0.491,0.552,0.0,0.0,11826.0,9225.0,1.0
foul_prob[400],0.514,0.016,0.482,0.545,0.0,0.0,10044.0,8384.0,1.0
foul_prob[401],0.411,0.012,0.388,0.433,0.0,0.0,10966.0,8609.0,1.0
foul_prob[402],0.437,0.02,0.399,0.476,0.0,0.0,10402.0,8072.0,1.0
foul_prob[403],0.467,0.015,0.438,0.496,0.0,0.0,10235.0,7735.0,1.0
foul_prob[404],0.6,0.024,0.551,0.645,0.0,0.0,10298.0,8960.0,1.0
foul_prob[405],0.444,0.019,0.406,0.48,0.0,0.0,10983.0,8835.0,1.0
foul_prob[406],0.487,0.019,0.451,0.523,0.0,0.0,10805.0,8842.0,1.0
foul_prob[407],0.455,0.024,0.41,0.502,0.0,0.0,10220.0,8980.0,1.0
foul_prob[408],0.383,0.03,0.325,0.439,0.0,0.0,11590.0,7658.0,1.0
foul_prob[409],0.501,0.013,0.474,0.527,0.0,0.0,10992.0,7831.0,1.0
foul_prob[410],0.551,0.019,0.513,0.588,0.0,0.0,10133.0,9232.0,1.0
foul_prob[411],0.4,0.019,0.362,0.438,0.0,0.0,10799.0,7779.0,1.0
foul_prob[412],0.432,0.014,0.404,0.46,0.0,0.0,10698.0,9230.0,1.0
foul_prob[413],0.492,0.023,0.446,0.536,0.0,0.0,12119.0,8614.0,1.0
foul_prob[414],0.423,0.017,0.391,0.456,0.0,0.0,10125.0,8636.0,1.0
foul_prob[415],0.516,0.023,0.471,0.558,0.0,0.0,11047.0,8928.0,1.0
foul_prob[416],0.351,0.024,0.305,0.398,0.0,0.0,11181.0,9037.0,1.0
foul_prob[417],0.518,0.017,0.485,0.552,0.0,0.0,10680.0,8481.0,1.0
foul_prob[418],0.362,0.02,0.321,0.399,0.0,0.0,10759.0,9071.0,1.0
foul_prob[419],0.415,0.014,0.387,0.443,0.0,0.0,11136.0,8270.0,1.0
foul_prob[420],0.51,0.027,0.459,0.565,0.0,0.0,10769.0,9381.0,1.0
foul_prob[421],0.458,0.02,0.419,0.497,0.0,0.0,11667.0,8730.0,1.0
foul_prob[422],0.372,0.015,0.342,0.399,0.0,0.0,10178.0,9354.0,1.0
foul_prob[423],0.506,0.033,0.443,0.571,0.0,0.0,10920.0,8509.0,1.0
foul_prob[424],0.337,0.016,0.307,0.369,0.0,0.0,10481.0,9029.0,1.0
foul_prob[425],0.355,0.017,0.321,0.388,0.0,0.0,12041.0,8666.0,1.0
foul_prob[426],0.446,0.023,0.399,0.49,0.0,0.0,11248.0,9285.0,1.0
foul_prob[427],0.324,0.03,0.264,0.381,0.0,0.0,10823.0,7862.0,1.0
foul_prob[428],0.446,0.011,0.423,0.468,0.0,0.0,10231.0,8861.0,1.0
foul_prob[429],0.433,0.022,0.389,0.476,0.0,0.0,11781.0,8230.0,1.0
foul_prob[430],0.534,0.022,0.492,0.576,0.0,0.0,10444.0,8990.0,1.0
foul_prob[431],0.458,0.018,0.423,0.491,0.0,0.0,11375.0,8460.0,1.0
foul_prob[432],0.382,0.012,0.358,0.405,0.0,0.0,10235.0,9469.0,1.0
foul_prob[433],0.548,0.024,0.5,0.596,0.0,0.0,10254.0,9313.0,1.0
foul_prob[434],0.4,0.013,0.373,0.426,0.0,0.0,10977.0,8775.0,1.0
foul_prob[435],0.421,0.012,0.398,0.444,0.0,0.0,11792.0,9575.0,1.0
foul_prob[436],0.479,0.018,0.444,0.514,0.0,0.0,10810.0,7839.0,1.0
foul_prob[437],0.354,0.015,0.324,0.382,0.0,0.0,10818.0,10003.0,1.0
foul_prob[438],0.406,0.012,0.383,0.429,0.0,0.0,10769.0,9203.0,1.0
foul_prob[439],0.433,0.012,0.409,0.456,0.0,0.0,11101.0,8688.0,1.0
foul_prob[440],0.392,0.01,0.371,0.411,0.0,0.0,11374.0,8292.0,1.0
foul_prob[441],0.411,0.025,0.361,0.461,0.0,0.0,11300.0,9719.0,1.0
foul_prob[442],0.444,0.024,0.398,0.491,0.0,0.0,10954.0,8167.0,1.0
foul_prob[443],0.436,0.019,0.4,0.472,0.0,0.0,10611.0,7536.0,1.0
foul_prob[444],0.431,0.027,0.379,0.484,0.0,0.0,10689.0,8861.0,1.0
foul_prob[445],0.331,0.028,0.273,0.381,0.0,0.0,10592.0,8801.0,1.0
foul_prob[446],0.445,0.026,0.397,0.5,0.0,0.0,10372.0,7879.0,1.0
foul_prob[447],0.437,0.012,0.414,0.459,0.0,0.0,11433.0,8732.0,1.0
foul_prob[448],0.404,0.015,0.375,0.433,0.0,0.0,10591.0,9332.0,1.0
foul_prob[449],0.443,0.009,0.425,0.46,0.0,0.0,10641.0,8422.0,1.0
foul_prob[450],0.399,0.013,0.374,0.426,0.0,0.0,11180.0,9004.0,1.0
foul_prob[451],0.461,0.014,0.434,0.489,0.0,0.0,10117.0,8995.0,1.0
foul_prob[452],0.325,0.019,0.29,0.363,0.0,0.0,10271.0,9142.0,1.0
foul_prob[453],0.411,0.018,0.375,0.447,0.0,0.0,10873.0,9642.0,1.0
foul_prob[454],0.417,0.028,0.365,0.473,0.0,0.0,11013.0,8031.0,1.0
foul_prob[455],0.355,0.018,0.32,0.393,0.0,0.0,10538.0,9198.0,1.0
foul_prob[456],0.421,0.021,0.377,0.46,0.0,0.0,12073.0,9278.0,1.0
foul_prob[457],0.373,0.032,0.307,0.433,0.0,0.0,9985.0,8778.0,1.0
foul_prob[458],0.385,0.015,0.356,0.413,0.0,0.0,11155.0,8886.0,1.0
foul_prob[459],0.425,0.015,0.396,0.455,0.0,0.0,10484.0,9398.0,1.0
foul_prob[460],0.379,0.013,0.354,0.405,0.0,0.0,10244.0,9266.0,1.0
foul_prob[461],0.4,0.017,0.366,0.434,0.0,0.0,10960.0,9342.0,1.0
foul_prob[462],0.641,0.031,0.578,0.7,0.0,0.0,10515.0,8450.0,1.0
foul_prob[463],0.463,0.013,0.438,0.488,0.0,0.0,11680.0,8827.0,1.0
foul_prob[464],0.469,0.016,0.438,0.499,0.0,0.0,9845.0,7867.0,1.0
foul_prob[465],0.325,0.026,0.276,0.376,0.0,0.0,9988.0,9283.0,1.0
foul_prob[466],0.429,0.014,0.4,0.456,0.0,0.0,10883.0,9103.0,1.0
foul_prob[467],0.38,0.026,0.33,0.431,0.0,0.0,10650.0,8715.0,1.0
foul_prob[468],0.486,0.016,0.454,0.516,0.0,0.0,10830.0,7938.0,1.0
foul_prob[469],0.432,0.014,0.405,0.462,0.0,0.0,11260.0,9348.0,1.0
foul_prob[470],0.409,0.013,0.383,0.435,0.0,0.0,11070.0,8823.0,1.0
foul_prob[471],0.443,0.019,0.405,0.48,0.0,0.0,10495.0,9162.0,1.0
foul_prob[472],0.501,0.012,0.478,0.525,0.0,0.0,11219.0,8282.0,1.0
foul_prob[473],0.493,0.025,0.444,0.542,0.0,0.0,11895.0,8721.0,1.0
foul_prob[474],0.392,0.018,0.357,0.428,0.0,0.0,11940.0,9201.0,1.0
foul_prob[475],0.41,0.022,0.365,0.453,0.0,0.0,11093.0,9050.0,1.0
foul_prob[476],0.467,0.014,0.44,0.494,0.0,0.0,11868.0,8826.0,1.0
foul_prob[477],0.5,0.019,0.461,0.537,0.0,0.0,10106.0,9489.0,1.0
foul_prob[478],0.448,0.018,0.414,0.485,0.0,0.0,11376.0,8796.0,1.0
foul_prob[479],0.41,0.024,0.363,0.455,0.0,0.0,10575.0,7861.0,1.0
foul_prob[480],0.435,0.015,0.405,0.463,0.0,0.0,10886.0,9103.0,1.0
foul_prob[481],0.452,0.016,0.422,0.483,0.0,0.0,10358.0,8798.0,1.0
foul_prob[482],0.524,0.022,0.481,0.568,0.0,0.0,9548.0,8301.0,1.0
foul_prob[483],0.476,0.022,0.433,0.52,0.0,0.0,10312.0,9248.0,1.0
foul_prob[484],0.53,0.016,0.499,0.56,0.0,0.0,10051.0,8356.0,1.0
foul_prob[485],0.435,0.011,0.413,0.456,0.0,0.0,10691.0,8732.0,1.0
foul_prob[486],0.416,0.014,0.388,0.443,0.0,0.0,11138.0,9513.0,1.0
foul_prob[487],0.401,0.01,0.38,0.42,0.0,0.0,11456.0,7854.0,1.0
foul_prob[488],0.509,0.012,0.486,0.533,0.0,0.0,11109.0,9205.0,1.0
foul_prob[489],0.373,0.019,0.335,0.41,0.0,0.0,11310.0,9531.0,1.0
foul_prob[490],0.583,0.025,0.534,0.632,0.0,0.0,10181.0,9019.0,1.0
foul_prob[491],0.5,0.019,0.462,0.538,0.0,0.0,10641.0,8640.0,1.0
foul_prob[492],0.357,0.018,0.323,0.393,0.0,0.0,10144.0,9223.0,1.0
foul_prob[493],0.408,0.014,0.38,0.435,0.0,0.0,12353.0,9199.0,1.0
foul_prob[494],0.48,0.012,0.456,0.504,0.0,0.0,11260.0,8930.0,1.0
foul_prob[495],0.424,0.012,0.402,0.447,0.0,0.0,12044.0,8668.0,1.0
foul_prob[496],0.413,0.01,0.394,0.432,0.0,0.0,11587.0,8031.0,1.0
foul_prob[497],0.387,0.019,0.351,0.424,0.0,0.0,11144.0,8388.0,1.0
foul_prob[498],0.442,0.015,0.411,0.471,0.0,0.0,11114.0,8494.0,1.0
foul_prob[499],0.415,0.032,0.353,0.479,0.0,0.0,10792.0,8184.0,1.0
foul_prob[500],0.389,0.012,0.366,0.411,0.0,0.0,11407.0,9298.0,1.0
foul_prob[501],0.412,0.017,0.38,0.447,0.0,0.0,11911.0,9690.0,1.0
foul_prob[502],0.502,0.014,0.475,0.53,0.0,0.0,9930.0,9240.0,1.0
foul_prob[503],0.373,0.014,0.347,0.401,0.0,0.0,11600.0,8578.0,1.0
foul_prob[504],0.431,0.022,0.387,0.472,0.0,0.0,10792.0,8693.0,1.0
foul_prob[505],0.432,0.02,0.394,0.471,0.0,0.0,10614.0,8319.0,1.0
foul_prob[506],0.482,0.019,0.444,0.52,0.0,0.0,11658.0,8726.0,1.0
foul_prob[507],0.625,0.026,0.573,0.676,0.0,0.0,10601.0,7936.0,1.0
foul_prob[508],0.564,0.014,0.537,0.591,0.0,0.0,11102.0,8061.0,1.0
foul_prob[509],0.499,0.025,0.451,0.549,0.0,0.0,11719.0,8995.0,1.0
foul_prob[510],0.435,0.017,0.402,0.469,0.0,0.0,10868.0,8179.0,1.0
foul_prob[511],0.617,0.028,0.561,0.671,0.0,0.0,10930.0,9143.0,1.0
foul_prob[512],0.378,0.029,0.321,0.433,0.0,0.0,10402.0,9033.0,1.0
foul_prob[513],0.47,0.016,0.439,0.502,0.0,0.0,12102.0,8673.0,1.0
foul_prob[514],0.414,0.016,0.385,0.446,0.0,0.0,10300.0,8023.0,1.0
foul_prob[515],0.378,0.02,0.34,0.417,0.0,0.0,10514.0,8182.0,1.0
foul_prob[516],0.487,0.019,0.45,0.524,0.0,0.0,10106.0,8713.0,1.0
foul_prob[517],0.385,0.031,0.326,0.446,0.0,0.0,11448.0,8912.0,1.0
foul_prob[518],0.296,0.025,0.249,0.347,0.0,0.0,11410.0,9046.0,1.0
foul_prob[519],0.366,0.031,0.306,0.427,0.0,0.0,10000.0,8446.0,1.0
foul_prob[520],0.382,0.023,0.338,0.426,0.0,0.0,10631.0,8189.0,1.0
foul_prob[521],0.493,0.02,0.455,0.533,0.0,0.0,11624.0,8469.0,1.0
foul_prob[522],0.386,0.018,0.352,0.423,0.0,0.0,11351.0,8126.0,1.0
foul_prob[523],0.464,0.019,0.426,0.502,0.0,0.0,11906.0,8012.0,1.0
foul_prob[524],0.433,0.064,0.303,0.552,0.001,0.0,10741.0,9754.0,1.0
foul_prob[525],0.464,0.022,0.422,0.507,0.0,0.0,12031.0,8467.0,1.0
foul_prob[526],0.468,0.02,0.429,0.507,0.0,0.0,10469.0,8346.0,1.0
foul_prob[527],0.388,0.019,0.351,0.425,0.0,0.0,11736.0,9120.0,1.0
foul_prob[528],0.515,0.016,0.484,0.547,0.0,0.0,10960.0,9246.0,1.0
foul_prob[529],0.507,0.024,0.458,0.552,0.0,0.0,9939.0,9223.0,1.0
foul_prob[530],0.486,0.036,0.415,0.557,0.0,0.0,10842.0,8703.0,1.0
foul_prob[531],0.45,0.02,0.411,0.488,0.0,0.0,10497.0,8431.0,1.0
foul_prob[532],0.405,0.024,0.359,0.452,0.0,0.0,11388.0,8677.0,1.0
foul_prob[533],0.446,0.034,0.384,0.515,0.0,0.0,10013.0,8969.0,1.0
foul_prob[534],0.496,0.015,0.467,0.526,0.0,0.0,9997.0,8744.0,1.0
foul_prob[535],0.382,0.019,0.344,0.418,0.0,0.0,11352.0,9506.0,1.0
foul_prob[536],0.496,0.018,0.461,0.533,0.0,0.0,10692.0,8844.0,1.0
foul_prob[537],0.444,0.014,0.416,0.471,0.0,0.0,10930.0,8869.0,1.0
foul_prob[538],0.301,0.023,0.255,0.345,0.0,0.0,10235.0,9138.0,1.0
foul_prob[539],0.439,0.029,0.385,0.496,0.0,0.0,10184.0,8456.0,1.0
foul_prob[540],0.433,0.024,0.386,0.48,0.0,0.0,10875.0,9136.0,1.0
foul_prob[541],0.44,0.017,0.406,0.473,0.0,0.0,11127.0,8914.0,1.0
foul_prob[542],0.435,0.019,0.4,0.473,0.0,0.0,10517.0,8432.0,1.0
foul_prob[543],0.489,0.016,0.457,0.522,0.0,0.0,10361.0,7165.0,1.0
foul_prob[544],0.467,0.014,0.439,0.494,0.0,0.0,10312.0,7611.0,1.0
foul_prob[545],0.535,0.012,0.512,0.559,0.0,0.0,10282.0,9066.0,1.0
foul_prob[546],0.474,0.013,0.449,0.498,0.0,0.0,11049.0,9189.0,1.0
foul_prob[547],0.494,0.009,0.476,0.511,0.0,0.0,10664.0,8712.0,1.0
foul_prob[548],0.376,0.029,0.32,0.435,0.0,0.0,11206.0,8137.0,1.0
foul_prob[549],0.424,0.022,0.381,0.466,0.0,0.0,10359.0,9508.0,1.0
foul_prob[550],0.489,0.018,0.453,0.524,0.0,0.0,11018.0,8497.0,1.0
foul_prob[551],0.482,0.018,0.446,0.517,0.0,0.0,11208.0,8566.0,1.0
foul_prob[552],0.362,0.021,0.32,0.403,0.0,0.0,10145.0,9260.0,1.0
foul_prob[553],0.34,0.021,0.301,0.383,0.0,0.0,11308.0,9421.0,1.0
foul_prob[554],0.489,0.024,0.442,0.534,0.0,0.0,10481.0,8825.0,1.0
foul_prob[555],0.381,0.021,0.339,0.422,0.0,0.0,10094.0,9241.0,1.0
foul_prob[556],0.342,0.015,0.313,0.372,0.0,0.0,11028.0,9323.0,1.0
foul_prob[557],0.416,0.019,0.378,0.454,0.0,0.0,11350.0,8379.0,1.0
foul_prob[558],0.621,0.032,0.554,0.68,0.0,0.0,10992.0,7889.0,1.0
foul_prob[559],0.454,0.03,0.396,0.512,0.0,0.0,11370.0,9620.0,1.0
foul_prob[560],0.471,0.009,0.453,0.487,0.0,0.0,11043.0,8990.0,1.0
foul_prob[561],0.414,0.022,0.37,0.456,0.0,0.0,11646.0,8641.0,1.0
foul_prob[562],0.577,0.031,0.514,0.637,0.0,0.0,11117.0,7634.0,1.0
foul_prob[563],0.462,0.018,0.426,0.496,0.0,0.0,11233.0,8506.0,1.0
foul_prob[564],0.49,0.017,0.458,0.525,0.0,0.0,11805.0,9183.0,1.0
foul_prob[565],0.396,0.013,0.37,0.422,0.0,0.0,11278.0,8416.0,1.0
foul_prob[566],0.415,0.017,0.382,0.448,0.0,0.0,11102.0,8513.0,1.0
foul_prob[567],0.367,0.015,0.338,0.396,0.0,0.0,11513.0,9690.0,1.0
foul_prob[568],0.446,0.026,0.395,0.496,0.0,0.0,10508.0,7127.0,1.0
foul_prob[569],0.582,0.026,0.532,0.633,0.0,0.0,11035.0,8564.0,1.0
foul_prob[570],0.359,0.023,0.314,0.405,0.0,0.0,10297.0,8285.0,1.0
foul_prob[571],0.422,0.026,0.37,0.471,0.0,0.0,12995.0,8317.0,1.0
foul_prob[572],0.432,0.027,0.381,0.485,0.0,0.0,11636.0,9106.0,1.0
foul_prob[573],0.393,0.023,0.348,0.436,0.0,0.0,10568.0,8672.0,1.0
foul_prob[574],0.466,0.011,0.444,0.488,0.0,0.0,10047.0,9420.0,1.0
foul_prob[575],0.562,0.013,0.536,0.588,0.0,0.0,11258.0,8343.0,1.0
foul_prob[576],0.32,0.02,0.279,0.359,0.0,0.0,10503.0,9350.0,1.0
foul_prob[577],0.395,0.018,0.358,0.43,0.0,0.0,10800.0,9234.0,1.0
foul_prob[578],0.428,0.02,0.388,0.465,0.0,0.0,10584.0,9292.0,1.0
foul_prob[579],0.558,0.021,0.517,0.6,0.0,0.0,10285.0,9412.0,1.0
foul_prob[580],0.513,0.007,0.499,0.526,0.0,0.0,10187.0,7192.0,1.0
foul_prob[581],0.415,0.016,0.386,0.447,0.0,0.0,10986.0,9022.0,1.0
foul_prob[582],0.453,0.022,0.409,0.496,0.0,0.0,11925.0,9017.0,1.0
foul_prob[583],0.421,0.014,0.393,0.449,0.0,0.0,10560.0,9067.0,1.0
foul_prob[584],0.41,0.017,0.378,0.443,0.0,0.0,11081.0,9147.0,1.0
foul_prob[585],0.404,0.03,0.346,0.462,0.0,0.0,10339.0,8140.0,1.0
foul_prob[586],0.364,0.013,0.339,0.391,0.0,0.0,10292.0,9134.0,1.0
foul_prob[587],0.482,0.021,0.442,0.523,0.0,0.0,10140.0,8826.0,1.0
foul_prob[588],0.318,0.026,0.269,0.368,0.0,0.0,10719.0,9825.0,1.0
foul_prob[589],0.402,0.022,0.358,0.444,0.0,0.0,11681.0,9222.0,1.0
foul_prob[590],0.488,0.017,0.454,0.521,0.0,0.0,10593.0,9291.0,1.0
foul_prob[591],0.54,0.014,0.512,0.565,0.0,0.0,10756.0,8389.0,1.0
foul_prob[592],0.377,0.029,0.319,0.431,0.0,0.0,10787.0,8602.0,1.0
