,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
foul_prob[2354],0.381,0.024,0.334,0.427,0.0,0.0,10358.0,9093.0,1.0
foul_prob[2355],0.412,0.025,0.364,0.461,0.0,0.0,10418.0,8002.0,1.0
foul_prob[2356],0.492,0.024,0.445,0.539,0.0,0.0,11010.0,8729.0,1.0
foul_prob[2357],0.426,0.019,0.388,0.463,0.0,0.0,10314.0,7882.0,1.0
foul_prob[2358],0.35,0.021,0.311,0.394,0.0,0.0,10153.0,8795.0,1.0
foul_prob[2359],0.472,0.014,0.445,0.498,0.0,0.0,11365.0,8511.0,1.0
foul_prob[2360],0.447,0.018,0.411,0.483,0.0,0.0,10347.0,8925.0,1.0
foul_prob[2361],0.514,0.018,0.479,0.548,0.0,0.0,11371.0,7892.0,1.0
foul_prob[2362],0.378,0.013,0.353,0.404,0.0,0.0,10232.0,9654.0,1.0
foul_prob[2363],0.48,0.009,0.463,0.498,0.0,0.0,10977.0,9240.0,1.0
foul_prob[2364],0.317,0.022,0.274,0.358,0.0,0.0,11412.0,8512.0,1.0
foul_prob[2365],0.498,0.021,0.456,0.538,0.0,0.0,12000.0,9154.0,1.0
foul_prob[2366],0.448,0.01,0.429,0.468,0.0,0.0,11496.0,8981.0,1.0
foul_prob[2367],0.313,0.018,0.278,0.346,0.0,0.0,10817.0,8822.0,1.0
foul_prob[2368],0.593,0.017,0.559,0.627,0.0,0.0,10848.0,8081.0,1.0
foul_prob[2369],0.486,0.022,0.439,0.526,0.0,0.0,11789.0,8808.0,1.0
foul_prob[2370],0.418,0.022,0.375,0.463,0.0,0.0,11093.0,8918.0,1.0
foul_prob[2371],0.366,0.017,0.332,0.4,0.0,0.0,11703.0,9319.0,1.0
foul_prob[2372],0.591,0.029,0.536,0.647,0.0,0.0,11208.0,7916.0,1.0
foul_prob[2373],0.37,0.027,0.316,0.423,0.0,0.0,10953.0,7424.0,1.0
foul_prob[2374],0.386,0.015,0.357,0.416,0.0,0.0,11229.0,8269.0,1.0
foul_prob[2375],0.47,0.016,0.439,0.501,0.0,0.0,10080.0,8231.0,1.0
foul_prob[2376],0.419,0.009,0.402,0.436,0.0,0.0,10859.0,8157.0,1.0
foul_prob[2377],0.448,0.016,0.419,0.481,0.0,0.0,10500.0,8680.0,1.0
foul_prob[2378],0.449,0.021,0.407,0.489,0.0,0.0,11962.0,8840.0,1.0
foul_prob[2379],0.355,0.018,0.319,0.391,0.0,0.0,11192.0,8382.0,1.0
foul_prob[2380],0.499,0.017,0.467,0.534,0.0,0.0,10770.0,9531.0,1.0
foul_prob[2381],0.45,0.014,0.422,0.477,0.0,0.0,11664.0,8697.0,1.0
foul_prob[2382],0.375,0.018,0.339,0.41,0.0,0.0,11436.0,8578.0,1.0
foul_prob[2383],0.379,0.018,0.344,0.414,0.0,0.0,11333.0,6837.0,1.0
foul_prob[2384],0.358,0.018,0.325,0.395,0.0,0.0,10594.0,8872.0,1.0
foul_prob[2385],0.346,0.02,0.307,0.385,0.0,0.0,10787.0,9543.0,1.0
foul_prob[2386],0.458,0.017,0.425,0.49,0.0,0.0,11084.0,8484.0,1.0
foul_prob[2387],0.449,0.014,0.421,0.476,0.0,0.0,11147.0,8953.0,1.0
foul_prob[2388],0.381,0.018,0.346,0.415,0.0,0.0,11249.0,7691.0,1.0
foul_prob[2389],0.388,0.02,0.35,0.428,0.0,0.0,11843.0,9306.0,1.0
foul_prob[2390],0.477,0.02,0.437,0.516,0.0,0.0,11638.0,8082.0,1.0
foul_prob[2391],0.451,0.021,0.409,0.49,0.0,0.0,10179.0,8962.0,1.0
foul_prob[2392],0.334,0.018,0.299,0.368,0.0,0.0,10259.0,9372.0,1.0
foul_prob[2393],0.444,0.015,0.413,0.473,0.0,0.0,10964.0,9363.0,1.0
foul_prob[2394],0.413,0.016,0.382,0.445,0.0,0.0,10078.0,8437.0,1.0
foul_prob[2395],0.403,0.013,0.377,0.427,0.0,0.0,11232.0,9116.0,1.0
foul_prob[2396],0.392,0.013,0.367,0.42,0.0,0.0,11978.0,8608.0,1.0
foul_prob[2397],0.383,0.016,0.352,0.414,0.0,0.0,10640.0,9135.0,1.0
foul_prob[2398],0.347,0.02,0.308,0.384,0.0,0.0,10631.0,8639.0,1.0
foul_prob[2399],0.339,0.025,0.289,0.385,0.0,0.0,11022.0,9242.0,1.0
foul_prob[2400],0.456,0.019,0.418,0.492,0.0,0.0,10359.0,8562.0,1.0
foul_prob[2401],0.432,0.015,0.403,0.462,0.0,0.0,10832.0,9363.0,1.0
foul_prob[2402],0.405,0.024,0.359,0.452,0.0,0.0,12140.0,8593.0,1.0
foul_prob[2403],0.466,0.01,0.446,0.485,0.0,0.0,9764.0,7747.0,1.0
foul_prob[2404],0.548,0.013,0.523,0.572,0.0,0.0,9914.0,9238.0,1.0
foul_prob[2405],0.39,0.017,0.357,0.424,0.0,0.0,10670.0,8639.0,1.0
foul_prob[2406],0.402,0.015,0.373,0.431,0.0,0.0,11385.0,8523.0,1.0
foul_prob[2407],0.405,0.023,0.36,0.453,0.0,0.0,10914.0,9012.0,1.0
foul_prob[2408],0.455,0.017,0.42,0.487,0.0,0.0,10617.0,8956.0,1.0
foul_prob[2409],0.494,0.015,0.465,0.524,0.0,0.0,11164.0,8966.0,1.0
foul_prob[2410],0.473,0.016,0.44,0.503,0.0,0.0,11189.0,8795.0,1.0
foul_prob[2411],0.433,0.025,0.383,0.482,0.0,0.0,9741.0,7814.0,1.0
foul_prob[2412],0.396,0.016,0.364,0.428,0.0,0.0,11522.0,7240.0,1.0
foul_prob[2413],0.372,0.021,0.332,0.416,0.0,0.0,11368.0,8880.0,1.0
foul_prob[2414],0.431,0.013,0.407,0.457,0.0,0.0,11509.0,8265.0,1.0
foul_prob[2415],0.442,0.023,0.399,0.487,0.0,0.0,10359.0,9147.0,1.0
foul_prob[2416],0.499,0.021,0.458,0.54,0.0,0.0,11787.0,8050.0,1.0
foul_prob[2417],0.352,0.017,0.32,0.385,0.0,0.0,10625.0,8809.0,1.0
foul_prob[2418],0.431,0.025,0.385,0.481,0.0,0.0,10102.0,7239.0,1.0
foul_prob[2419],0.408,0.018,0.375,0.443,0.0,0.0,11012.0,9132.0,1.0
foul_prob[2420],0.425,0.019,0.388,0.463,0.0,0.0,10701.0,8064.0,1.0
foul_prob[2421],0.461,0.018,0.426,0.496,0.0,0.0,10667.0,8771.0,1.0
foul_prob[2422],0.461,0.023,0.416,0.507,0.0,0.0,11245.0,9171.0,1.0
foul_prob[2423],0.529,0.025,0.481,0.58,0.0,0.0,11110.0,8345.0,1.0
foul_prob[2424],0.426,0.01,0.406,0.445,0.0,0.0,10424.0,8073.0,1.0
foul_prob[2425],0.437,0.021,0.398,0.478,0.0,0.0,10833.0,8517.0,1.0
foul_prob[2426],0.475,0.029,0.417,0.532,0.0,0.0,11294.0,8167.0,1.0
foul_prob[2427],0.435,0.017,0.401,0.468,0.0,0.0,10693.0,8348.0,1.0
foul_prob[2428],0.467,0.012,0.445,0.491,0.0,0.0,11048.0,8706.0,1.0
foul_prob[2429],0.41,0.021,0.367,0.449,0.0,0.0,11444.0,8244.0,1.0
foul_prob[2430],0.404,0.019,0.366,0.441,0.0,0.0,11148.0,7983.0,1.0
foul_prob[2431],0.4,0.025,0.352,0.452,0.0,0.0,10425.0,7778.0,1.0
foul_prob[2432],0.43,0.024,0.383,0.477,0.0,0.0,10420.0,7052.0,1.0
foul_prob[2433],0.41,0.012,0.387,0.434,0.0,0.0,10592.0,9464.0,1.0
foul_prob[2434],0.32,0.03,0.26,0.377,0.0,0.0,10954.0,7860.0,1.0
foul_prob[2435],0.45,0.018,0.416,0.485,0.0,0.0,11031.0,8859.0,1.0
foul_prob[2436],0.342,0.016,0.311,0.372,0.0,0.0,10237.0,8321.0,1.0
foul_prob[2437],0.375,0.017,0.343,0.408,0.0,0.0,10415.0,8992.0,1.0
foul_prob[2438],0.58,0.019,0.543,0.616,0.0,0.0,10993.0,8452.0,1.0
foul_prob[2439],0.544,0.028,0.488,0.599,0.0,0.0,10833.0,7918.0,1.0
foul_prob[2440],0.634,0.033,0.57,0.699,0.0,0.0,11101.0,7841.0,1.0
foul_prob[2441],0.439,0.029,0.384,0.498,0.0,0.0,11110.0,8903.0,1.0
foul_prob[2442],0.472,0.01,0.453,0.493,0.0,0.0,11518.0,8482.0,1.0
foul_prob[2443],0.409,0.049,0.315,0.508,0.0,0.0,9881.0,8013.0,1.0
foul_prob[2444],0.406,0.025,0.358,0.455,0.0,0.0,10364.0,9406.0,1.0
foul_prob[2445],0.43,0.011,0.408,0.452,0.0,0.0,10681.0,8895.0,1.0
foul_prob[2446],0.337,0.022,0.295,0.38,0.0,0.0,11236.0,7252.0,1.0
foul_prob[2447],0.553,0.031,0.495,0.616,0.0,0.0,10167.0,8637.0,1.0
foul_prob[2448],0.33,0.017,0.299,0.363,0.0,0.0,10169.0,8758.0,1.0
foul_prob[2449],0.461,0.034,0.397,0.528,0.0,0.0,11466.0,9242.0,1.0
foul_prob[2450],0.509,0.02,0.467,0.547,0.0,0.0,10449.0,8309.0,1.0
foul_prob[2451],0.473,0.023,0.426,0.519,0.0,0.0,10957.0,7931.0,1.0
foul_prob[2452],0.423,0.019,0.388,0.461,0.0,0.0,10647.0,9159.0,1.0
foul_prob[2453],0.54,0.02,0.501,0.578,0.0,0.0,11186.0,7871.0,1.0
foul_prob[2454],0.376,0.014,0.349,0.403,0.0,0.0,10597.0,8464.0,1.0
foul_prob[2455],0.564,0.025,0.514,0.612,0.0,0.0,10058.0,8181.0,1.0
foul_prob[2456],0.47,0.022,0.426,0.513,0.0,0.0,12525.0,8931.0,1.0
foul_prob[2457],0.315,0.026,0.264,0.367,0.0,0.0,11470.0,7990.0,1.0
foul_prob[2458],0.406,0.024,0.362,0.455,0.0,0.0,10792.0,9241.0,1.0
foul_prob[2459],0.505,0.018,0.472,0.543,0.0,0.0,10828.0,8786.0,1.0
foul_prob[2460],0.321,0.017,0.289,0.353,0.0,0.0,10272.0,8785.0,1.0
foul_prob[2461],0.506,0.022,0.462,0.548,0.0,0.0,11161.0,8575.0,1.0
foul_prob[2462],0.509,0.022,0.467,0.555,0.0,0.0,11460.0,9473.0,1.0
foul_prob[2463],0.42,0.019,0.382,0.456,0.0,0.0,10631.0,9403.0,1.0
foul_prob[2464],0.58,0.033,0.513,0.641,0.0,0.0,9859.0,9083.0,1.0
foul_prob[2465],0.39,0.02,0.352,0.432,0.0,0.0,11703.0,8576.0,1.0
foul_prob[2466],0.64,0.024,0.592,0.687,0.0,0.0,11034.0,7512.0,1.0
foul_prob[2467],0.42,0.029,0.361,0.477,0.0,0.0,12598.0,8000.0,1.0
foul_prob[2468],0.445,0.015,0.416,0.474,0.0,0.0,11955.0,9175.0,1.0
foul_prob[2469],0.351,0.019,0.313,0.388,0.0,0.0,10348.0,9541.0,1.0
foul_prob[2470],0.429,0.027,0.375,0.481,0.0,0.0,10364.0,9297.0,1.0
foul_prob[2471],0.556,0.022,0.514,0.599,0.0,0.0,11256.0,8877.0,1.0
foul_prob[2472],0.443,0.016,0.413,0.475,0.0,0.0,10178.0,8182.0,1.0
foul_prob[2473],0.461,0.024,0.414,0.51,0.0,0.0,12048.0,8653.0,1.0
foul_prob[2474],0.296,0.022,0.254,0.339,0.0,0.0,10301.0,9365.0,1.0
foul_prob[2475],0.338,0.028,0.284,0.394,0.0,0.0,10544.0,7972.0,1.0
foul_prob[2476],0.379,0.02,0.338,0.417,0.0,0.0,11302.0,9313.0,1.0
foul_prob[2477],0.387,0.012,0.364,0.411,0.0,0.0,11792.0,9225.0,1.0
foul_prob[2478],0.357,0.021,0.315,0.398,0.0,0.0,11143.0,9412.0,1.0
foul_prob[2479],0.468,0.02,0.426,0.505,0.0,0.0,11811.0,8636.0,1.0
foul_prob[2480],0.41,0.016,0.379,0.441,0.0,0.0,11054.0,9132.0,1.0
foul_prob[2481],0.283,0.02,0.243,0.321,0.0,0.0,10004.0,9119.0,1.0
foul_prob[2482],0.494,0.038,0.417,0.566,0.0,0.0,10915.0,8573.0,1.0
foul_prob[2483],0.44,0.017,0.407,0.474,0.0,0.0,12014.0,8919.0,1.0
foul_prob[2484],0.49,0.016,0.459,0.52,0.0,0.0,10270.0,8091.0,1.0
foul_prob[2485],0.355,0.021,0.313,0.396,0.0,0.0,10470.0,8063.0,1.0
foul_prob[2486],0.331,0.021,0.29,0.374,0.0,0.0,11149.0,7252.0,1.0
foul_prob[2487],0.402,0.02,0.365,0.442,0.0,0.0,10033.0,8274.0,1.0
foul_prob[2488],0.371,0.018,0.336,0.405,0.0,0.0,11866.0,8992.0,1.0
foul_prob[2489],0.443,0.015,0.416,0.472,0.0,0.0,11260.0,8481.0,1.0
foul_prob[2490],0.491,0.022,0.448,0.533,0.0,0.0,10580.0,8330.0,1.0
foul_prob[2491],0.597,0.021,0.555,0.639,0.0,0.0,10687.0,8754.0,1.0
foul_prob[2492],0.337,0.019,0.3,0.374,0.0,0.0,11622.0,9453.0,1.0
foul_prob[2493],0.528,0.021,0.486,0.569,0.0,0.0,10346.0,9411.0,1.0
foul_prob[2494],0.361,0.02,0.322,0.398,0.0,0.0,10627.0,9174.0,1.0
foul_prob[2495],0.37,0.018,0.334,0.406,0.0,0.0,10749.0,9164.0,1.0
foul_prob[2496],0.515,0.019,0.479,0.553,0.0,0.0,10989.0,8861.0,1.0
foul_prob[2497],0.379,0.021,0.336,0.419,0.0,0.0,11157.0,9023.0,1.0
foul_prob[2498],0.462,0.02,0.423,0.503,0.0,0.0,9933.0,9010.0,1.0
foul_prob[2499],0.416,0.016,0.386,0.447,0.0,0.0,10496.0,7187.0,1.0
foul_prob[2500],0.383,0.017,0.35,0.417,0.0,0.0,11355.0,8094.0,1.0
foul_prob[2501],0.487,0.023,0.443,0.532,0.0,0.0,10648.0,7613.0,1.0
foul_prob[2502],0.378,0.011,0.356,0.398,0.0,0.0,10919.0,8708.0,1.0
foul_prob[2503],0.475,0.021,0.434,0.517,0.0,0.0,11276.0,8387.0,1.0
foul_prob[2504],0.451,0.021,0.412,0.494,0.0,0.0,11343.0,8610.0,1.0
foul_prob[2505],0.453,0.042,0.37,0.533,0.0,0.0,9847.0,8992.0,1.0
foul_prob[2506],0.34,0.025,0.291,0.388,0.0,0.0,10928.0,9726.0,1.0
foul_prob[2507],0.381,0.015,0.351,0.41,0.0,0.0,10165.0,9130.0,1.0
foul_prob[2508],0.353,0.016,0.321,0.384,0.0,0.0,11374.0,9501.0,1.0
foul_prob[2509],0.506,0.03,0.445,0.563,0.0,0.0,11660.0,7879.0,1.0
foul_prob[2510],0.454,0.026,0.403,0.505,0.0,0.0,11826.0,9361.0,1.0
foul_prob[2511],0.456,0.012,0.432,0.48,0.0,0.0,11028.0,8164.0,1.0
foul_prob[2512],0.465,0.016,0.434,0.495,0.0,0.0,11937.0,8570.0,1.0
foul_prob[2513],0.452,0.026,0.399,0.501,0.0,0.0,10525.0,8966.0,1.0
foul_prob[2514],0.337,0.026,0.287,0.389,0.0,0.0,11094.0,8162.0,1.0
foul_prob[2515],0.431,0.018,0.397,0.465,0.0,0.0,10909.0,8832.0,1.0
foul_prob[2516],0.448,0.009,0.431,0.467,0.0,0.0,10728.0,9023.0,1.0
foul_prob[2517],0.472,0.01,0.454,0.492,0.0,0.0,10804.0,8844.0,1.0
foul_prob[2518],0.425,0.015,0.395,0.455,0.0,0.0,9871.0,8235.0,1.0
foul_prob[2519],0.517,0.011,0.496,0.538,0.0,0.0,11240.0,9728.0,1.0
foul_prob[2520],0.511,0.02,0.472,0.552,0.0,0.0,10592.0,7648.0,1.0
foul_prob[2521],0.395,0.011,0.372,0.416,0.0,0.0,11378.0,7788.0,1.0
foul_prob[2522],0.448,0.022,0.404,0.492,0.0,0.0,10809.0,8302.0,1.0
foul_prob[2523],0.561,0.022,0.518,0.606,0.0,0.0,10137.0,8159.0,1.0
foul_prob[2524],0.289,0.029,0.233,0.344,0.0,0.0,10221.0,8083.0,1.0
foul_prob[2525],0.489,0.009,0.471,0.506,0.0,0.0,11338.0,8133.0,1.0
foul_prob[2526],0.403,0.017,0.37,0.437,0.0,0.0,11309.0,8996.0,1.0
foul_prob[2527],0.373,0.021,0.331,0.414,0.0,0.0,10462.0,9204.0,1.0
foul_prob[2528],0.495,0.014,0.468,0.522,0.0,0.0,9949.0,9069.0,1.0
foul_prob[2529],0.401,0.011,0.379,0.423,0.0,0.0,11216.0,9028.0,1.0
foul_prob[2530],0.39,0.018,0.355,0.425,0.0,0.0,10134.0,8831.0,1.0
foul_prob[2531],0.412,0.021,0.372,0.456,0.0,0.0,10690.0,8685.0,1.0
foul_prob[2532],0.419,0.019,0.382,0.456,0.0,0.0,10540.0,9239.0,1.0
foul_prob[2533],0.293,0.027,0.241,0.347,0.0,0.0,11115.0,7570.0,1.0
foul_prob[2534],0.347,0.018,0.311,0.382,0.0,0.0,10423.0,9529.0,1.0
foul_prob[2535],0.418,0.021,0.376,0.458,0.0,0.0,11843.0,9227.0,1.0
foul_prob[2536],0.383,0.01,0.362,0.403,0.0,0.0,10658.0,8274.0,1.0
foul_prob[2537],0.33,0.018,0.293,0.365,0.0,0.0,10302.0,8926.0,1.0
foul_prob[2538],0.552,0.027,0.5,0.605,0.0,0.0,10939.0,7815.0,1.0
foul_prob[2539],0.496,0.019,0.46,0.532,0.0,0.0,10515.0,8738.0,1.0
foul_prob[2540],0.462,0.023,0.416,0.505,0.0,0.0,10253.0,8862.0,1.0
foul_prob[2541],0.459,0.01,0.44,0.479,0.0,0.0,11094.0,7828.0,1.0
foul_prob[2542],0.548,0.021,0.505,0.588,0.0,0.0,11650.0,9160.0,1.0
foul_prob[2543],0.372,0.018,0.338,0.407,0.0,0.0,11629.0,8173.0,1.0
foul_prob[2544],0.409,0.028,0.358,0.465,0.0,0.0,9899.0,7293.0,1.0
foul_prob[2545],0.547,0.013,0.522,0.572,0.0,0.0,10343.0,9420.0,1.0
foul_prob[2546],0.356,0.021,0.316,0.398,0.0,0.0,10234.0,7370.0,1.0
foul_prob[2547],0.454,0.011,0.432,0.476,0.0,0.0,11468.0,8734.0,1.0
foul_prob[2548],0.451,0.014,0.424,0.479,0.0,0.0,10617.0,7317.0,1.0
foul_prob[2549],0.443,0.01,0.424,0.465,0.0,0.0,12111.0,9780.0,1.0
foul_prob[2550],0.517,0.016,0.487,0.55,0.0,0.0,10824.0,8447.0,1.0
foul_prob[2551],0.371,0.018,0.337,0.408,0.0,0.0,10439.0,7624.0,1.0
foul_prob[2552],0.381,0.021,0.341,0.423,0.0,0.0,10316.0,8995.0,1.0
foul_prob[2553],0.427,0.02,0.389,0.466,0.0,0.0,10013.0,8694.0,1.0
foul_prob[2554],0.533,0.017,0.499,0.567,0.0,0.0,10777.0,7511.0,1.0
foul_prob[2555],0.4,0.016,0.367,0.431,0.0,0.0,10579.0,8826.0,1.0
foul_prob[2556],0.373,0.018,0.34,0.409,0.0,0.0,10922.0,7443.0,1.0
foul_prob[2557],0.502,0.018,0.466,0.535,0.0,0.0,10961.0,8459.0,1.0
foul_prob[2558],0.426,0.013,0.401,0.452,0.0,0.0,10544.0,8767.0,1.0
foul_prob[2559],0.488,0.024,0.441,0.535,0.0,0.0,10513.0,8671.0,1.0
foul_prob[2560],0.344,0.022,0.302,0.388,0.0,0.0,10503.0,7913.0,1.0
foul_prob[2561],0.507,0.012,0.482,0.531,0.0,0.0,10398.0,7968.0,1.0
foul_prob[2562],0.367,0.031,0.306,0.428,0.0,0.0,9738.0,8280.0,1.0
foul_prob[2563],0.401,0.02,0.363,0.439,0.0,0.0,10134.0,7437.0,1.0
foul_prob[2564],0.472,0.019,0.436,0.511,0.0,0.0,10762.0,8959.0,1.0
foul_prob[2565],0.486,0.016,0.454,0.517,0.0,0.0,11034.0,8766.0,1.0
foul_prob[2566],0.421,0.01,0.403,0.441,0.0,0.0,11297.0,7780.0,1.0
foul_prob[2567],0.537,0.025,0.487,0.586,0.0,0.0,9783.0,8615.0,1.0
foul_prob[2568],0.395,0.015,0.366,0.425,0.0,0.0,11551.0,10007.0,1.0
foul_prob[2569],0.487,0.019,0.448,0.525,0.0,0.0,11129.0,8686.0,1.0
foul_prob[2570],0.46,0.023,0.414,0.505,0.0,0.0,10980.0,8533.0,1.0
foul_prob[2571],0.42,0.011,0.397,0.442,0.0,0.0,10983.0,8338.0,1.0
foul_prob[2572],0.506,0.008,0.49,0.522,0.0,0.0,10526.0,9273.0,1.0
foul_prob[2573],0.537,0.012,0.514,0.561,0.0,0.0,10150.0,9226.0,1.0
foul_prob[2574],0.445,0.022,0.4,0.486,0.0,0.0,10796.0,8139.0,1.0
foul_prob[2575],0.349,0.026,0.298,0.398,0.0,0.0,10866.0,8444.0,1.0
foul_prob[2576],0.362,0.023,0.318,0.407,0.0,0.0,11846.0,9217.0,1.0
foul_prob[2577],0.44,0.017,0.405,0.474,0.0,0.0,10396.0,8347.0,1.0
foul_prob[2578],0.376,0.015,0.347,0.404,0.0,0.0,10979.0,8500.0,1.0
foul_prob[2579],0.421,0.025,0.373,0.471,0.0,0.0,12636.0,8389.0,1.0
foul_prob[2580],0.345,0.021,0.305,0.386,0.0,0.0,11882.0,8881.0,1.0
foul_prob[2581],0.436,0.016,0.404,0.468,0.0,0.0,11200.0,8785.0,1.0
foul_prob[2582],0.578,0.019,0.541,0.615,0.0,0.0,10696.0,7535.0,1.0
foul_prob[2583],0.353,0.02,0.314,0.391,0.0,0.0,11019.0,9906.0,1.0
foul_prob[2584],0.468,0.02,0.43,0.508,0.0,0.0,11384.0,8177.0,1.0
foul_prob[2585],0.536,0.029,0.481,0.591,0.0,0.0,10896.0,8640.0,1.0
foul_prob[2586],0.354,0.015,0.324,0.384,0.0,0.0,10565.0,8485.0,1.0
foul_prob[2587],0.46,0.025,0.41,0.508,0.0,0.0,11282.0,8187.0,1.0
foul_prob[2588],0.422,0.036,0.354,0.492,0.0,0.0,10742.0,9305.0,1.0
foul_prob[2589],0.519,0.022,0.479,0.563,0.0,0.0,10968.0,8025.0,1.0
foul_prob[2590],0.363,0.013,0.34,0.389,0.0,0.0,10498.0,9034.0,1.0
foul_prob[2591],0.451,0.016,0.419,0.482,0.0,0.0,11968.0,9015.0,1.0
foul_prob[2592],0.371,0.016,0.34,0.403,0.0,0.0,10508.0,8773.0,1.0
foul_prob[2593],0.513,0.018,0.478,0.55,0.0,0.0,11951.0,8756.0,1.0
foul_prob[2594],0.349,0.015,0.318,0.378,0.0,0.0,10415.0,9486.0,1.0
foul_prob[2595],0.562,0.019,0.526,0.598,0.0,0.0,11046.0,8117.0,1.0
foul_prob[2596],0.356,0.021,0.315,0.396,0.0,0.0,11306.0,9689.0,1.0
foul_prob[2597],0.386,0.019,0.348,0.423,0.0,0.0,11504.0,9714.0,1.0
foul_prob[2598],0.418,0.023,0.374,0.463,0.0,0.0,11241.0,8759.0,1.0
foul_prob[2599],0.542,0.019,0.506,0.578,0.0,0.0,11170.0,8424.0,1.0
foul_prob[2600],0.366,0.016,0.335,0.397,0.0,0.0,10598.0,8006.0,1.0
foul_prob[2601],0.368,0.02,0.328,0.408,0.0,0.0,10524.0,7641.0,1.0
foul_prob[2602],0.444,0.02,0.403,0.484,0.0,0.0,11896.0,9004.0,1.0
foul_prob[2603],0.433,0.018,0.398,0.47,0.0,0.0,10703.0,8901.0,1.0
foul_prob[2604],0.347,0.013,0.32,0.373,0.0,0.0,10426.0,8752.0,1.0
foul_prob[2605],0.442,0.024,0.395,0.49,0.0,0.0,11563.0,9168.0,1.0
foul_prob[2606],0.442,0.016,0.411,0.473,0.0,0.0,11678.0,8334.0,1.0
foul_prob[2607],0.314,0.021,0.275,0.355,0.0,0.0,10861.0,8300.0,1.0
foul_prob[2608],0.432,0.014,0.403,0.458,0.0,0.0,9919.0,8833.0,1.0
foul_prob[2609],0.443,0.021,0.403,0.485,0.0,0.0,11007.0,8278.0,1.0
foul_prob[2610],0.439,0.017,0.406,0.472,0.0,0.0,10098.0,8607.0,1.0
foul_prob[2611],0.398,0.018,0.362,0.432,0.0,0.0,11069.0,8467.0,1.0
foul_prob[2612],0.414,0.021,0.374,0.455,0.0,0.0,10207.0,8667.0,1.0
foul_prob[2613],0.463,0.02,0.424,0.503,0.0,0.0,10200.0,8393.0,1.0
foul_prob[2614],0.346,0.017,0.314,0.381,0.0,0.0,10552.0,8923.0,1.0
foul_prob[2615],0.469,0.012,0.444,0.491,0.0,0.0,9765.0,7879.0,1.0
foul_prob[2616],0.465,0.02,0.424,0.503,0.0,0.0,10569.0,8197.0,1.0
foul_prob[2617],0.459,0.019,0.42,0.495,0.0,0.0,11577.0,8448.0,1.0
foul_prob[2618],0.428,0.02,0.388,0.465,0.0,0.0,10251.0,7242.0,1.0
foul_prob[2619],0.441,0.021,0.401,0.481,0.0,0.0,10522.0,8511.0,1.0
foul_prob[2620],0.418,0.014,0.388,0.445,0.0,0.0,11083.0,9270.0,1.0
foul_prob[2621],0.439,0.017,0.406,0.473,0.0,0.0,10614.0,8043.0,1.0
foul_prob[2622],0.445,0.015,0.416,0.475,0.0,0.0,11284.0,9206.0,1.0
foul_prob[2623],0.492,0.021,0.451,0.533,0.0,0.0,10136.0,9375.0,1.0
foul_prob[2624],0.595,0.028,0.537,0.648,0.0,0.0,11103.0,8519.0,1.0
foul_prob[2625],0.491,0.019,0.454,0.528,0.0,0.0,9741.0,7911.0,1.0
foul_prob[2626],0.382,0.024,0.334,0.429,0.0,0.0,10303.0,8024.0,1.0
foul_prob[2627],0.365,0.025,0.316,0.415,0.0,0.0,10475.0,8849.0,1.0
foul_prob[2628],0.437,0.015,0.408,0.467,0.0,0.0,10260.0,8795.0,1.0
foul_prob[2629],0.423,0.019,0.382,0.458,0.0,0.0,10478.0,8236.0,1.0
foul_prob[2630],0.384,0.014,0.356,0.41,0.0,0.0,11451.0,9012.0,1.0
foul_prob[2631],0.388,0.022,0.345,0.431,0.0,0.0,10253.0,8680.0,1.0
foul_prob[2632],0.453,0.025,0.405,0.502,0.0,0.0,12123.0,8669.0,1.0
foul_prob[2633],0.424,0.013,0.398,0.449,0.0,0.0,11817.0,9003.0,1.0
foul_prob[2634],0.433,0.018,0.399,0.468,0.0,0.0,10022.0,8057.0,1.0
foul_prob[2635],0.353,0.017,0.32,0.385,0.0,0.0,11535.0,7944.0,1.0
foul_prob[2636],0.532,0.018,0.497,0.568,0.0,0.0,10398.0,8305.0,1.0
foul_prob[2637],0.434,0.012,0.411,0.456,0.0,0.0,11272.0,8591.0,1.0
foul_prob[2638],0.4,0.02,0.358,0.438,0.0,0.0,10727.0,8217.0,1.0
foul_prob[2639],0.474,0.021,0.433,0.513,0.0,0.0,10576.0,7928.0,1.0
foul_prob[2640],0.517,0.018,0.484,0.552,0.0,0.0,10890.0,8795.0,1.0
foul_prob[2641],0.356,0.023,0.312,0.4,0.0,0.0,11268.0,9462.0,1.0
foul_prob[2642],0.615,0.027,0.565,0.669,0.0,0.0,10715.0,8455.0,1.0
foul_prob[2643],0.422,0.017,0.387,0.454,0.0,0.0,11345.0,8120.0,1.0
foul_prob[2644],0.542,0.04,0.465,0.623,0.0,0.0,9954.0,8484.0,1.0
foul_prob[2645],0.518,0.016,0.487,0.551,0.0,0.0,11015.0,8949.0,1.0
foul_prob[2646],0.485,0.01,0.466,0.506,0.0,0.0,10241.0,7887.0,1.0
foul_prob[2647],0.35,0.024,0.305,0.398,0.0,0.0,11205.0,9153.0,1.0
foul_prob[2648],0.309,0.016,0.278,0.339,0.0,0.0,10339.0,8495.0,1.0
foul_prob[2649],0.407,0.022,0.366,0.45,0.0,0.0,10411.0,9220.0,1.0
