,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
foul_prob[293],0.463,0.015,0.431,0.492,0.0,0.0,7632.0,5249.0,1.0
foul_prob[294],0.489,0.046,0.4,0.578,0.0,0.0,9041.0,5367.0,1.0
foul_prob[295],0.432,0.018,0.396,0.467,0.0,0.0,8128.0,4967.0,1.0
foul_prob[296],0.484,0.017,0.45,0.518,0.0,0.0,8174.0,5175.0,1.0
foul_prob[297],0.391,0.02,0.351,0.431,0.0,0.0,8098.0,5086.0,1.0
foul_prob[298],0.524,0.013,0.499,0.548,0.0,0.0,7315.0,5284.0,1.0
foul_prob[299],0.395,0.017,0.362,0.426,0.0,0.0,8252.0,5304.0,1.0
foul_prob[300],0.416,0.02,0.378,0.454,0.0,0.0,8260.0,4795.0,1.0
foul_prob[301],0.39,0.019,0.353,0.426,0.0,0.0,8531.0,5371.0,1.0
foul_prob[302],0.384,0.025,0.334,0.434,0.0,0.0,8023.0,4627.0,1.0
foul_prob[303],0.416,0.016,0.384,0.448,0.0,0.0,7939.0,4475.0,1.0
foul_prob[304],0.327,0.015,0.298,0.356,0.0,0.0,7151.0,5305.0,1.0
foul_prob[305],0.467,0.02,0.43,0.508,0.0,0.0,8399.0,4856.0,1.0
foul_prob[306],0.442,0.01,0.423,0.462,0.0,0.0,8104.0,5352.0,1.0
foul_prob[307],0.435,0.014,0.41,0.462,0.0,0.0,7222.0,5348.0,1.0
foul_prob[308],0.498,0.015,0.469,0.527,0.0,0.0,8155.0,5311.0,1.0
foul_prob[309],0.404,0.017,0.373,0.439,0.0,0.0,8738.0,5091.0,1.0
foul_prob[310],0.433,0.013,0.408,0.46,0.0,0.0,6955.0,5119.0,1.0
foul_prob[311],0.444,0.014,0.417,0.471,0.0,0.0,9037.0,5334.0,1.0
foul_prob[312],0.45,0.016,0.417,0.481,0.0,0.0,8787.0,5806.0,1.0
foul_prob[313],0.383,0.018,0.348,0.417,0.0,0.0,7943.0,4940.0,1.0
foul_prob[314],0.357,0.023,0.313,0.402,0.0,0.0,8735.0,5439.0,1.0
foul_prob[315],0.509,0.016,0.478,0.538,0.0,0.0,7511.0,5378.0,1.0
foul_prob[316],0.441,0.016,0.408,0.47,0.0,0.0,7695.0,4874.0,1.0
foul_prob[317],0.387,0.013,0.361,0.412,0.0,0.0,8332.0,5075.0,1.0
foul_prob[318],0.525,0.022,0.482,0.569,0.0,0.0,7855.0,5832.0,1.0
foul_prob[319],0.384,0.018,0.349,0.418,0.0,0.0,7845.0,5367.0,1.0
foul_prob[320],0.393,0.013,0.368,0.417,0.0,0.0,8009.0,5516.0,1.0
foul_prob[321],0.353,0.019,0.316,0.39,0.0,0.0,7800.0,5103.0,1.0
foul_prob[322],0.405,0.016,0.375,0.435,0.0,0.0,8030.0,4653.0,1.0
foul_prob[323],0.399,0.014,0.372,0.428,0.0,0.0,8410.0,5553.0,1.0
foul_prob[324],0.438,0.016,0.405,0.469,0.0,0.0,7955.0,4971.0,1.0
foul_prob[325],0.54,0.017,0.509,0.574,0.0,0.0,7316.0,4958.0,1.0
foul_prob[326],0.369,0.02,0.332,0.409,0.0,0.0,8297.0,5228.0,1.0
foul_prob[327],0.35,0.022,0.308,0.392,0.0,0.0,8139.0,5566.0,1.0
foul_prob[328],0.45,0.016,0.419,0.482,0.0,0.0,8745.0,5027.0,1.0
foul_prob[329],0.478,0.016,0.446,0.51,0.0,0.0,8827.0,5118.0,1.0
foul_prob[330],0.376,0.017,0.344,0.409,0.0,0.0,8024.0,4987.0,1.0
foul_prob[331],0.439,0.017,0.408,0.472,0.0,0.0,8269.0,5037.0,1.0
foul_prob[332],0.369,0.022,0.327,0.411,0.0,0.0,8410.0,4520.0,1.0
foul_prob[333],0.368,0.026,0.316,0.418,0.0,0.0,7859.0,5479.0,1.0
foul_prob[334],0.382,0.011,0.361,0.403,0.0,0.0,7480.0,5112.0,1.0
foul_prob[335],0.536,0.017,0.501,0.568,0.0,0.0,7556.0,5517.0,1.0
foul_prob[336],0.359,0.013,0.335,0.383,0.0,0.0,6471.0,5147.0,1.0
foul_prob[337],0.372,0.024,0.326,0.419,0.0,0.0,7950.0,4766.0,1.0
foul_prob[338],0.37,0.013,0.343,0.396,0.0,0.0,7742.0,5046.0,1.0
foul_prob[339],0.37,0.016,0.338,0.4,0.0,0.0,7250.0,5374.0,1.0
foul_prob[340],0.428,0.014,0.4,0.454,0.0,0.0,8299.0,5239.0,1.0
foul_prob[341],0.322,0.015,0.293,0.351,0.0,0.0,7338.0,5549.0,1.0
foul_prob[342],0.317,0.021,0.278,0.358,0.0,0.0,7901.0,5540.0,1.0
foul_prob[343],0.509,0.023,0.464,0.554,0.0,0.0,8409.0,5700.0,1.0
foul_prob[344],0.4,0.019,0.362,0.436,0.0,0.0,7980.0,4948.0,1.0
foul_prob[345],0.511,0.015,0.481,0.54,0.0,0.0,8058.0,5734.0,1.0
foul_prob[346],0.384,0.016,0.352,0.416,0.0,0.0,8106.0,5430.0,1.0
foul_prob[347],0.43,0.016,0.402,0.463,0.0,0.0,8411.0,5401.0,1.0
foul_prob[348],0.431,0.015,0.402,0.46,0.0,0.0,7560.0,4697.0,1.0
foul_prob[349],0.403,0.01,0.384,0.422,0.0,0.0,7708.0,5213.0,1.0
foul_prob[350],0.5,0.014,0.474,0.528,0.0,0.0,8192.0,5445.0,1.0
foul_prob[351],0.528,0.019,0.493,0.565,0.0,0.0,7456.0,5620.0,1.0
foul_prob[352],0.446,0.038,0.37,0.52,0.0,0.0,10341.0,5030.0,1.0
foul_prob[353],0.43,0.015,0.399,0.458,0.0,0.0,7769.0,4899.0,1.0
foul_prob[354],0.349,0.019,0.314,0.386,0.0,0.0,8151.0,5540.0,1.0
foul_prob[355],0.397,0.018,0.363,0.432,0.0,0.0,8078.0,5003.0,1.0
foul_prob[356],0.459,0.014,0.431,0.487,0.0,0.0,7081.0,5139.0,1.0
foul_prob[357],0.415,0.02,0.374,0.453,0.0,0.0,9215.0,5520.0,1.0
foul_prob[358],0.5,0.022,0.46,0.543,0.0,0.0,7714.0,4956.0,1.0
foul_prob[359],0.494,0.018,0.459,0.528,0.0,0.0,8258.0,5439.0,1.0
foul_prob[360],0.575,0.013,0.549,0.601,0.0,0.0,8186.0,5627.0,1.0
foul_prob[361],0.467,0.014,0.439,0.494,0.0,0.0,8604.0,4819.0,1.0
foul_prob[362],0.532,0.018,0.498,0.565,0.0,0.0,8784.0,4827.0,1.0
foul_prob[363],0.478,0.016,0.447,0.51,0.0,0.0,8287.0,5632.0,1.0
foul_prob[364],0.432,0.014,0.404,0.46,0.0,0.0,8414.0,5213.0,1.0
foul_prob[365],0.491,0.015,0.462,0.521,0.0,0.0,8903.0,4749.0,1.0
foul_prob[366],0.467,0.023,0.422,0.511,0.0,0.0,7558.0,5392.0,1.0
foul_prob[367],0.401,0.013,0.375,0.427,0.0,0.0,6471.0,4551.0,1.0
foul_prob[368],0.515,0.009,0.498,0.533,0.0,0.0,9031.0,4727.0,1.0
foul_prob[369],0.521,0.019,0.484,0.557,0.0,0.0,9230.0,4786.0,1.0
foul_prob[370],0.356,0.014,0.327,0.383,0.0,0.0,7382.0,5454.0,1.0
foul_prob[371],0.557,0.023,0.51,0.6,0.0,0.0,8256.0,5315.0,1.0
foul_prob[372],0.412,0.021,0.37,0.451,0.0,0.0,9025.0,5287.0,1.0
foul_prob[373],0.366,0.015,0.337,0.397,0.0,0.0,7669.0,5328.0,1.0
foul_prob[374],0.515,0.017,0.48,0.548,0.0,0.0,7369.0,5241.0,1.0
foul_prob[375],0.427,0.02,0.39,0.467,0.0,0.0,8640.0,4937.0,1.0
foul_prob[376],0.367,0.018,0.332,0.405,0.0,0.0,8286.0,5374.0,1.0
foul_prob[377],0.51,0.013,0.485,0.535,0.0,0.0,8495.0,4976.0,1.0
foul_prob[378],0.464,0.026,0.413,0.516,0.0,0.0,9040.0,5243.0,1.0
foul_prob[379],0.505,0.012,0.482,0.529,0.0,0.0,7697.0,5428.0,1.0
foul_prob[380],0.461,0.01,0.441,0.48,0.0,0.0,7622.0,5326.0,1.0
foul_prob[381],0.454,0.011,0.433,0.475,0.0,0.0,7437.0,5136.0,1.0
foul_prob[382],0.451,0.01,0.43,0.472,0.0,0.0,7818.0,5293.0,1.0
foul_prob[383],0.549,0.015,0.522,0.578,0.0,0.0,7324.0,5298.0,1.0
foul_prob[384],0.444,0.021,0.405,0.486,0.0,0.0,8441.0,4655.0,1.0
foul_prob[385],0.388,0.028,0.336,0.447,0.0,0.0,9987.0,5069.0,1.0
foul_prob[386],0.416,0.015,0.387,0.446,0.0,0.0,7671.0,4977.0,1.0
foul_prob[387],0.479,0.01,0.459,0.499,0.0,0.0,8081.0,5059.0,1.0
foul_prob[388],0.363,0.017,0.33,0.396,0.0,0.0,8096.0,5205.0,1.0
foul_prob[389],0.446,0.014,0.418,0.473,0.0,0.0,8450.0,4947.0,1.0
foul_prob[390],0.456,0.014,0.428,0.484,0.0,0.0,6784.0,5633.0,1.0
foul_prob[391],0.51,0.01,0.492,0.53,0.0,0.0,7354.0,5379.0,1.0
foul_prob[392],0.507,0.017,0.472,0.538,0.0,0.0,9066.0,5178.0,1.0
foul_prob[393],0.35,0.02,0.309,0.388,0.0,0.0,7504.0,5086.0,1.0
foul_prob[394],0.521,0.013,0.495,0.546,0.0,0.0,7384.0,5179.0,1.0
foul_prob[395],0.409,0.012,0.387,0.433,0.0,0.0,7629.0,5091.0,1.0
foul_prob[396],0.375,0.013,0.348,0.4,0.0,0.0,7740.0,5236.0,1.0
foul_prob[397],0.402,0.038,0.33,0.479,0.0,0.0,9778.0,5118.0,1.0
foul_prob[398],0.435,0.014,0.407,0.462,0.0,0.0,7261.0,5371.0,1.0
foul_prob[399],0.528,0.014,0.501,0.554,0.0,0.0,8188.0,5373.0,1.0
foul_prob[400],0.533,0.014,0.505,0.559,0.0,0.0,7370.0,5031.0,1.0
foul_prob[401],0.413,0.011,0.391,0.436,0.0,0.0,8328.0,5023.0,1.0
foul_prob[402],0.436,0.015,0.407,0.466,0.0,0.0,8115.0,5027.0,1.0
foul_prob[403],0.47,0.012,0.448,0.493,0.0,0.0,10538.0,4837.0,1.0
foul_prob[404],0.593,0.021,0.554,0.634,0.0,0.0,7728.0,5502.0,1.0
foul_prob[405],0.432,0.016,0.401,0.464,0.0,0.0,8275.0,5159.0,1.0
foul_prob[406],0.493,0.017,0.459,0.526,0.0,0.0,7570.0,5090.0,1.0
foul_prob[407],0.486,0.017,0.452,0.519,0.0,0.0,7379.0,5281.0,1.0
foul_prob[408],0.421,0.024,0.374,0.468,0.0,0.0,8899.0,4531.0,1.0
foul_prob[409],0.491,0.009,0.475,0.509,0.0,0.0,9964.0,4650.0,1.0
foul_prob[410],0.543,0.017,0.512,0.576,0.0,0.0,8127.0,5203.0,1.0
foul_prob[411],0.4,0.015,0.37,0.429,0.0,0.0,8577.0,5244.0,1.0
foul_prob[412],0.447,0.013,0.422,0.473,0.0,0.0,7087.0,4914.0,1.0
foul_prob[413],0.477,0.02,0.438,0.516,0.0,0.0,8586.0,4648.0,1.0
foul_prob[414],0.435,0.015,0.406,0.465,0.0,0.0,8460.0,5744.0,1.0
foul_prob[415],0.506,0.019,0.47,0.542,0.0,0.0,8660.0,5045.0,1.0
foul_prob[416],0.318,0.018,0.283,0.353,0.0,0.0,7719.0,5268.0,1.0
foul_prob[417],0.52,0.015,0.491,0.55,0.0,0.0,7990.0,5280.0,1.0
foul_prob[418],0.378,0.019,0.342,0.417,0.0,0.0,8317.0,5433.0,1.0
foul_prob[419],0.424,0.013,0.4,0.449,0.0,0.0,8962.0,5535.0,1.0
foul_prob[420],0.499,0.021,0.459,0.539,0.0,0.0,7635.0,5830.0,1.0
foul_prob[421],0.441,0.018,0.405,0.476,0.0,0.0,7559.0,4829.0,1.0
foul_prob[422],0.38,0.014,0.353,0.408,0.0,0.0,7873.0,4898.0,1.0
foul_prob[423],0.5,0.025,0.453,0.55,0.0,0.0,8541.0,5244.0,1.0
foul_prob[424],0.322,0.014,0.295,0.35,0.0,0.0,7101.0,5475.0,1.0
foul_prob[425],0.36,0.016,0.326,0.391,0.0,0.0,7338.0,5408.0,1.0
foul_prob[426],0.45,0.018,0.415,0.486,0.0,0.0,7283.0,5467.0,1.0
foul_prob[427],0.351,0.024,0.306,0.398,0.0,0.0,8270.0,4928.0,1.0
foul_prob[428],0.452,0.011,0.432,0.476,0.0,0.0,7584.0,5273.0,1.0
foul_prob[429],0.399,0.018,0.367,0.435,0.0,0.0,8059.0,5240.0,1.0
foul_prob[430],0.553,0.019,0.514,0.589,0.0,0.0,7702.0,5187.0,1.0
foul_prob[431],0.446,0.016,0.415,0.476,0.0,0.0,8290.0,5336.0,1.0
foul_prob[432],0.371,0.011,0.35,0.393,0.0,0.0,6676.0,4616.0,1.0
foul_prob[433],0.58,0.018,0.544,0.617,0.0,0.0,7930.0,5054.0,1.0
foul_prob[434],0.396,0.013,0.372,0.423,0.0,0.0,7177.0,5004.0,1.0
foul_prob[435],0.42,0.011,0.397,0.441,0.0,0.0,6911.0,5047.0,1.0
foul_prob[436],0.479,0.015,0.449,0.506,0.0,0.0,8148.0,5110.0,1.0
foul_prob[437],0.349,0.014,0.323,0.376,0.0,0.0,6773.0,5546.0,1.0
foul_prob[438],0.405,0.011,0.383,0.426,0.0,0.0,7451.0,5300.0,1.0
foul_prob[439],0.438,0.011,0.415,0.46,0.0,0.0,6896.0,5449.0,1.0
foul_prob[440],0.389,0.01,0.369,0.409,0.0,0.0,6555.0,4752.0,1.0
foul_prob[441],0.452,0.018,0.417,0.488,0.0,0.0,6763.0,5405.0,1.0
foul_prob[442],0.41,0.018,0.374,0.444,0.0,0.0,8418.0,5037.0,1.0
foul_prob[443],0.435,0.017,0.402,0.469,0.0,0.0,8247.0,4954.0,1.0
foul_prob[444],0.411,0.022,0.37,0.455,0.0,0.0,8818.0,5295.0,1.0
foul_prob[445],0.36,0.019,0.323,0.398,0.0,0.0,8330.0,5552.0,1.0
foul_prob[446],0.471,0.021,0.431,0.512,0.0,0.0,9063.0,5276.0,1.0
foul_prob[447],0.433,0.011,0.41,0.455,0.0,0.0,8674.0,5058.0,1.0
foul_prob[448],0.399,0.014,0.37,0.426,0.0,0.0,7459.0,5920.0,1.0
foul_prob[449],0.444,0.009,0.426,0.46,0.0,0.0,6554.0,5309.0,1.0
foul_prob[450],0.403,0.013,0.378,0.429,0.0,0.0,7523.0,5615.0,1.0
foul_prob[451],0.464,0.013,0.439,0.491,0.0,0.0,8277.0,5809.0,1.0
foul_prob[452],0.311,0.015,0.281,0.341,0.0,0.0,6990.0,5563.0,1.0
foul_prob[453],0.401,0.016,0.37,0.433,0.0,0.0,8078.0,5477.0,1.0
foul_prob[454],0.42,0.023,0.376,0.464,0.0,0.0,8391.0,4743.0,1.0
foul_prob[455],0.361,0.015,0.333,0.389,0.0,0.0,7506.0,5345.0,1.0
foul_prob[456],0.432,0.02,0.395,0.471,0.0,0.0,8530.0,5466.0,1.0
foul_prob[457],0.389,0.029,0.334,0.447,0.0,0.0,9582.0,5308.0,1.0
foul_prob[458],0.394,0.015,0.365,0.422,0.0,0.0,7755.0,5437.0,1.0
foul_prob[459],0.435,0.015,0.406,0.464,0.0,0.0,8464.0,5270.0,1.0
foul_prob[460],0.384,0.012,0.361,0.406,0.0,0.0,7233.0,6012.0,1.0
foul_prob[461],0.422,0.014,0.395,0.45,0.0,0.0,6201.0,4857.0,1.0
foul_prob[462],0.602,0.02,0.562,0.641,0.0,0.0,8178.0,4874.0,1.0
foul_prob[463],0.463,0.013,0.438,0.488,0.0,0.0,8006.0,5036.0,1.0
foul_prob[464],0.474,0.013,0.449,0.499,0.0,0.0,9024.0,5473.0,1.0
foul_prob[465],0.337,0.018,0.299,0.371,0.0,0.0,8378.0,5645.0,1.0
foul_prob[466],0.43,0.014,0.403,0.457,0.0,0.0,7270.0,5270.0,1.0
foul_prob[467],0.374,0.023,0.33,0.418,0.0,0.0,8558.0,4920.0,1.0
foul_prob[468],0.478,0.014,0.451,0.506,0.0,0.0,8245.0,5457.0,1.0
foul_prob[469],0.434,0.014,0.408,0.461,0.0,0.0,8721.0,5248.0,1.0
foul_prob[470],0.413,0.013,0.388,0.437,0.0,0.0,7848.0,5178.0,1.0
foul_prob[471],0.458,0.017,0.425,0.492,0.0,0.0,9033.0,5242.0,1.0
foul_prob[472],0.494,0.011,0.473,0.517,0.0,0.0,8406.0,5445.0,1.0
foul_prob[473],0.483,0.021,0.44,0.523,0.0,0.0,8194.0,4958.0,1.0
foul_prob[474],0.395,0.016,0.364,0.426,0.0,0.0,7303.0,5130.0,1.0
foul_prob[475],0.391,0.018,0.355,0.423,0.0,0.0,7707.0,4902.0,1.0
foul_prob[476],0.464,0.014,0.437,0.49,0.0,0.0,7708.0,5130.0,1.0
foul_prob[477],0.514,0.016,0.481,0.543,0.0,0.0,7334.0,5340.0,1.0
foul_prob[478],0.429,0.016,0.397,0.459,0.0,0.0,7730.0,5101.0,1.0
foul_prob[479],0.399,0.018,0.362,0.434,0.0,0.0,8302.0,4910.0,1.0
foul_prob[480],0.435,0.014,0.408,0.463,0.0,0.0,7304.0,5397.0,1.0
foul_prob[481],0.46,0.013,0.434,0.485,0.0,0.0,7084.0,5286.0,1.0
foul_prob[482],0.548,0.016,0.516,0.58,0.0,0.0,7897.0,5191.0,1.0
foul_prob[483],0.49,0.02,0.45,0.528,0.0,0.0,8121.0,4970.0,1.0
foul_prob[484],0.546,0.014,0.519,0.573,0.0,0.0,7402.0,5485.0,1.0
foul_prob[485],0.437,0.011,0.415,0.458,0.0,0.0,8434.0,5244.0,1.0
foul_prob[486],0.411,0.013,0.386,0.437,0.0,0.0,7329.0,5587.0,1.0
foul_prob[487],0.406,0.01,0.387,0.424,0.0,0.0,7715.0,5299.0,1.0
foul_prob[488],0.509,0.012,0.486,0.534,0.0,0.0,8176.0,5462.0,1.0
foul_prob[489],0.378,0.016,0.346,0.407,0.0,0.0,7557.0,5663.0,1.0
foul_prob[490],0.586,0.02,0.548,0.624,0.0,0.0,7811.0,5613.0,1.0
foul_prob[491],0.483,0.017,0.448,0.515,0.0,0.0,8053.0,5440.0,1.0
foul_prob[492],0.358,0.015,0.328,0.387,0.0,0.0,8131.0,5434.0,1.0
foul_prob[493],0.41,0.014,0.384,0.438,0.0,0.0,7474.0,4924.0,1.0
foul_prob[494],0.474,0.012,0.451,0.497,0.0,0.0,8243.0,5213.0,1.0
foul_prob[495],0.426,0.012,0.402,0.448,0.0,0.0,7965.0,4690.0,1.0
foul_prob[496],0.416,0.01,0.397,0.435,0.0,0.0,6304.0,4996.0,1.0
foul_prob[497],0.385,0.016,0.355,0.416,0.0,0.0,8310.0,4972.0,1.0
foul_prob[498],0.449,0.014,0.421,0.476,0.0,0.0,7602.0,5030.0,1.0
foul_prob[499],0.407,0.025,0.357,0.456,0.0,0.0,8784.0,5064.0,1.0
foul_prob[500],0.385,0.011,0.362,0.407,0.0,0.0,7012.0,5249.0,1.0
foul_prob[501],0.408,0.016,0.378,0.441,0.0,0.0,7283.0,5241.0,1.0
foul_prob[502],0.514,0.013,0.488,0.54,0.0,0.0,7241.0,5365.0,1.0
foul_prob[503],0.379,0.013,0.354,0.405,0.0,0.0,7944.0,5088.0,1.0
foul_prob[504],0.452,0.02,0.415,0.492,0.0,0.0,8043.0,5179.0,1.0
foul_prob[505],0.425,0.016,0.394,0.458,0.0,0.0,9409.0,5012.0,1.0
foul_prob[506],0.471,0.019,0.437,0.508,0.0,0.0,7886.0,5225.0,1.0
foul_prob[507],0.592,0.016,0.56,0.622,0.0,0.0,7789.0,5086.0,1.0
foul_prob[508],0.549,0.011,0.528,0.569,0.0,0.0,8053.0,5601.0,1.0
foul_prob[509],0.524,0.019,0.487,0.562,0.0,0.0,8347.0,5095.0,1.0
foul_prob[510],0.434,0.016,0.403,0.467,0.0,0.0,7906.0,4931.0,1.0
foul_prob[511],0.593,0.02,0.554,0.631,0.0,0.0,8183.0,5242.0,1.0
foul_prob[512],0.375,0.022,0.332,0.418,0.0,0.0,9118.0,5268.0,1.0
foul_prob[513],0.484,0.015,0.455,0.513,0.0,0.0,8046.0,5063.0,1.0
foul_prob[514],0.404,0.012,0.382,0.43,0.0,0.0,7642.0,4906.0,1.0
foul_prob[515],0.397,0.017,0.366,0.431,0.0,0.0,7919.0,5120.0,1.0
foul_prob[516],0.507,0.017,0.475,0.54,0.0,0.0,7648.0,5396.0,1.0
foul_prob[517],0.404,0.025,0.355,0.451,0.0,0.0,8959.0,5089.0,1.0
foul_prob[518],0.304,0.022,0.26,0.346,0.0,0.0,8249.0,5306.0,1.0
foul_prob[519],0.362,0.026,0.309,0.411,0.0,0.0,8402.0,5202.0,1.0
foul_prob[520],0.406,0.017,0.37,0.438,0.0,0.0,8739.0,5151.0,1.0
foul_prob[521],0.499,0.018,0.466,0.535,0.0,0.0,9076.0,4607.0,1.0
foul_prob[522],0.38,0.016,0.35,0.413,0.0,0.0,8471.0,5167.0,1.0
foul_prob[523],0.461,0.017,0.427,0.494,0.0,0.0,8435.0,4845.0,1.0
foul_prob[524],0.368,0.038,0.298,0.443,0.0,0.0,9672.0,4987.0,1.0
foul_prob[525],0.44,0.018,0.404,0.474,0.0,0.0,8333.0,4852.0,1.0
foul_prob[526],0.469,0.019,0.432,0.506,0.0,0.0,7464.0,4967.0,1.0
foul_prob[527],0.4,0.017,0.368,0.433,0.0,0.0,8320.0,5089.0,1.0
foul_prob[528],0.507,0.015,0.477,0.536,0.0,0.0,7535.0,4977.0,1.0
foul_prob[529],0.511,0.018,0.475,0.546,0.0,0.0,8542.0,5329.0,1.0
foul_prob[530],0.54,0.023,0.494,0.583,0.0,0.0,7858.0,5347.0,1.0
foul_prob[531],0.455,0.017,0.422,0.488,0.0,0.0,8775.0,5574.0,1.0
foul_prob[532],0.373,0.019,0.337,0.409,0.0,0.0,8426.0,5266.0,1.0
foul_prob[533],0.473,0.032,0.409,0.533,0.0,0.0,8721.0,5454.0,1.0
foul_prob[534],0.492,0.013,0.465,0.517,0.0,0.0,9090.0,5619.0,1.0
foul_prob[535],0.374,0.018,0.34,0.409,0.0,0.0,7875.0,5601.0,1.0
foul_prob[536],0.485,0.016,0.456,0.517,0.0,0.0,9076.0,5278.0,1.0
foul_prob[537],0.453,0.013,0.426,0.477,0.0,0.0,7066.0,4955.0,1.0
foul_prob[538],0.316,0.021,0.275,0.355,0.0,0.0,8083.0,5584.0,1.0
foul_prob[539],0.473,0.02,0.435,0.512,0.0,0.0,8124.0,5285.0,1.0
foul_prob[540],0.434,0.02,0.392,0.471,0.0,0.0,9193.0,5024.0,1.0
foul_prob[541],0.444,0.016,0.414,0.477,0.0,0.0,7833.0,5253.0,1.0
foul_prob[542],0.45,0.016,0.417,0.481,0.0,0.0,8642.0,4946.0,1.0
foul_prob[543],0.497,0.012,0.474,0.52,0.0,0.0,8964.0,4981.0,1.0
foul_prob[544],0.457,0.009,0.439,0.475,0.0,0.0,8711.0,4938.0,1.0
foul_prob[545],0.527,0.011,0.504,0.548,0.0,0.0,7169.0,5391.0,1.0
foul_prob[546],0.467,0.012,0.443,0.49,0.0,0.0,7368.0,5024.0,1.0
foul_prob[547],0.489,0.008,0.473,0.505,0.0,0.0,8269.0,5199.0,1.0
foul_prob[548],0.381,0.023,0.335,0.425,0.0,0.0,8439.0,5033.0,1.0
foul_prob[549],0.449,0.016,0.42,0.48,0.0,0.0,6491.0,5317.0,1.0
foul_prob[550],0.488,0.015,0.459,0.518,0.0,0.0,7925.0,5212.0,1.0
foul_prob[551],0.484,0.015,0.454,0.514,0.0,0.0,8241.0,5098.0,1.0
foul_prob[552],0.371,0.016,0.339,0.4,0.0,0.0,7861.0,6103.0,1.0
foul_prob[553],0.322,0.018,0.285,0.357,0.0,0.0,7767.0,5036.0,1.0
foul_prob[554],0.529,0.018,0.495,0.564,0.0,0.0,7379.0,5062.0,1.0
foul_prob[555],0.397,0.017,0.363,0.428,0.0,0.0,8495.0,5713.0,1.0
foul_prob[556],0.332,0.014,0.304,0.358,0.0,0.0,7013.0,5338.0,1.0
foul_prob[557],0.431,0.017,0.396,0.464,0.0,0.0,8059.0,5263.0,1.0
foul_prob[558],0.558,0.024,0.511,0.602,0.0,0.0,7819.0,5446.0,1.0
foul_prob[559],0.499,0.021,0.461,0.541,0.0,0.0,8044.0,5429.0,1.0
foul_prob[560],0.467,0.009,0.45,0.483,0.0,0.0,7468.0,4938.0,1.0
foul_prob[561],0.431,0.019,0.395,0.469,0.0,0.0,8183.0,5387.0,1.0
foul_prob[562],0.522,0.022,0.481,0.566,0.0,0.0,8065.0,5626.0,1.0
foul_prob[563],0.453,0.017,0.421,0.485,0.0,0.0,7888.0,4947.0,1.0
foul_prob[564],0.504,0.016,0.476,0.536,0.0,0.0,8121.0,5469.0,1.0
foul_prob[565],0.403,0.013,0.378,0.426,0.0,0.0,8021.0,5552.0,1.0
foul_prob[566],0.412,0.014,0.384,0.44,0.0,0.0,8286.0,5093.0,1.0
foul_prob[567],0.371,0.014,0.342,0.398,0.0,0.0,7492.0,5416.0,1.0
foul_prob[568],0.439,0.024,0.393,0.484,0.0,0.0,8117.0,5244.0,1.0
foul_prob[569],0.565,0.019,0.527,0.601,0.0,0.0,8254.0,5425.0,1.0
foul_prob[570],0.386,0.019,0.348,0.423,0.0,0.0,8152.0,5149.0,1.0
foul_prob[571],0.432,0.025,0.385,0.485,0.0,0.0,8393.0,4976.0,1.0
foul_prob[572],0.437,0.021,0.398,0.479,0.0,0.0,7732.0,5434.0,1.0
foul_prob[573],0.386,0.018,0.352,0.42,0.0,0.0,9351.0,5555.0,1.0
foul_prob[574],0.473,0.011,0.453,0.496,0.0,0.0,7005.0,5300.0,1.0
foul_prob[575],0.548,0.011,0.526,0.569,0.0,0.0,8260.0,5466.0,1.0
foul_prob[576],0.333,0.016,0.301,0.364,0.0,0.0,7326.0,5608.0,1.0
foul_prob[577],0.409,0.016,0.379,0.441,0.0,0.0,7974.0,5080.0,1.0
foul_prob[578],0.421,0.017,0.389,0.456,0.0,0.0,7805.0,5629.0,1.0
foul_prob[579],0.553,0.017,0.52,0.586,0.0,0.0,7709.0,5226.0,1.0
foul_prob[580],0.511,0.004,0.503,0.519,0.0,0.0,8383.0,5398.0,1.0
foul_prob[581],0.396,0.013,0.371,0.422,0.0,0.0,7680.0,5347.0,1.0
foul_prob[582],0.442,0.019,0.403,0.479,0.0,0.0,7736.0,5464.0,1.0
foul_prob[583],0.422,0.013,0.394,0.447,0.0,0.0,8466.0,5589.0,1.0
foul_prob[584],0.407,0.014,0.38,0.435,0.0,0.0,7575.0,5802.0,1.0
foul_prob[585],0.349,0.02,0.31,0.386,0.0,0.0,7390.0,5121.0,1.0
foul_prob[586],0.354,0.012,0.331,0.378,0.0,0.0,6795.0,4678.0,1.0
foul_prob[587],0.474,0.018,0.44,0.509,0.0,0.0,10593.0,4858.0,1.0
foul_prob[588],0.316,0.019,0.277,0.351,0.0,0.0,7305.0,5013.0,1.0
foul_prob[589],0.382,0.019,0.347,0.418,0.0,0.0,7786.0,5368.0,1.0
foul_prob[590],0.503,0.016,0.472,0.534,0.0,0.0,6984.0,5445.0,1.0
foul_prob[591],0.532,0.012,0.51,0.555,0.0,0.0,8061.0,5479.0,1.0
foul_prob[592],0.327,0.018,0.294,0.363,0.0,0.0,7230.0,5583.0,1.0
foul_prob[593],0.385,0.014,0.357,0.412,0.0,0.0,8031.0,5035.0,1.0
foul_prob[594],0.462,0.011,0.441,0.483,0.0,0.0,8439.0,4812.0,1.0
foul_prob[595],0.428,0.015,0.399,0.457,0.0,0.0,7306.0,5740.0,1.0
