,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
foul_prob[1109],0.51,0.017,0.477,0.544,0.0,0.0,8518.0,4777.0,1.0
foul_prob[1110],0.394,0.013,0.367,0.42,0.0,0.0,6548.0,5103.0,1.0
foul_prob[1111],0.414,0.014,0.388,0.441,0.0,0.0,6292.0,4677.0,1.0
foul_prob[1112],0.454,0.018,0.419,0.489,0.0,0.0,7505.0,5693.0,1.0
foul_prob[1113],0.385,0.011,0.363,0.406,0.0,0.0,6862.0,5086.0,1.0
foul_prob[1114],0.523,0.009,0.505,0.539,0.0,0.0,7454.0,5309.0,1.0
foul_prob[1115],0.508,0.009,0.491,0.527,0.0,0.0,8177.0,5603.0,1.0
foul_prob[1116],0.402,0.012,0.379,0.426,0.0,0.0,6785.0,5117.0,1.0
foul_prob[1117],0.406,0.012,0.385,0.429,0.0,0.0,7336.0,5662.0,1.0
foul_prob[1118],0.432,0.027,0.38,0.485,0.0,0.0,8961.0,5148.0,1.0
foul_prob[1119],0.456,0.018,0.42,0.49,0.0,0.0,7925.0,5394.0,1.0
foul_prob[1120],0.437,0.017,0.403,0.471,0.0,0.0,9043.0,5603.0,1.0
foul_prob[1121],0.379,0.016,0.348,0.41,0.0,0.0,7665.0,5394.0,1.0
foul_prob[1122],0.393,0.012,0.369,0.416,0.0,0.0,7859.0,5138.0,1.0
foul_prob[1123],0.479,0.022,0.438,0.524,0.0,0.0,8965.0,5023.0,1.0
foul_prob[1124],0.472,0.02,0.432,0.508,0.0,0.0,8208.0,5336.0,1.0
foul_prob[1125],0.502,0.009,0.486,0.519,0.0,0.0,7989.0,5445.0,1.0
foul_prob[1126],0.516,0.036,0.447,0.586,0.0,0.0,8644.0,4937.0,1.0
foul_prob[1127],0.365,0.014,0.338,0.391,0.0,0.0,7071.0,5034.0,1.0
foul_prob[1128],0.396,0.013,0.37,0.422,0.0,0.0,7484.0,5032.0,1.0
foul_prob[1129],0.411,0.017,0.379,0.445,0.0,0.0,8361.0,4984.0,1.0
foul_prob[1130],0.438,0.014,0.412,0.466,0.0,0.0,7008.0,5059.0,1.0
foul_prob[1131],0.374,0.01,0.356,0.394,0.0,0.0,6252.0,5034.0,1.0
foul_prob[1132],0.424,0.015,0.393,0.45,0.0,0.0,8132.0,5483.0,1.0
foul_prob[1133],0.461,0.014,0.433,0.487,0.0,0.0,7236.0,4952.0,1.0
foul_prob[1134],0.412,0.009,0.395,0.431,0.0,0.0,6274.0,5088.0,1.0
foul_prob[1135],0.602,0.02,0.564,0.642,0.0,0.0,8110.0,5143.0,1.0
foul_prob[1136],0.486,0.013,0.46,0.511,0.0,0.0,8149.0,5310.0,1.0
foul_prob[1137],0.347,0.02,0.309,0.387,0.0,0.0,8060.0,4895.0,1.0
foul_prob[1138],0.388,0.009,0.37,0.406,0.0,0.0,6246.0,5133.0,1.0
foul_prob[1139],0.513,0.017,0.481,0.545,0.0,0.0,8892.0,4828.0,1.0
foul_prob[1140],0.425,0.016,0.393,0.458,0.0,0.0,8549.0,5022.0,1.0
foul_prob[1141],0.418,0.013,0.391,0.444,0.0,0.0,7249.0,5401.0,1.0
foul_prob[1142],0.405,0.014,0.377,0.433,0.0,0.0,8187.0,5489.0,1.0
foul_prob[1143],0.371,0.016,0.338,0.4,0.0,0.0,7622.0,5258.0,1.0
foul_prob[1144],0.508,0.012,0.485,0.531,0.0,0.0,9076.0,5863.0,1.0
foul_prob[1145],0.405,0.013,0.38,0.43,0.0,0.0,7319.0,5467.0,1.0
foul_prob[1146],0.48,0.016,0.448,0.51,0.0,0.0,7589.0,5138.0,1.0
foul_prob[1147],0.517,0.017,0.483,0.549,0.0,0.0,8269.0,4692.0,1.0
foul_prob[1148],0.514,0.02,0.474,0.552,0.0,0.0,7661.0,5202.0,1.0
foul_prob[1149],0.367,0.012,0.343,0.391,0.0,0.0,6956.0,5263.0,1.0
foul_prob[1150],0.579,0.02,0.541,0.616,0.0,0.0,7646.0,5360.0,1.0
foul_prob[1151],0.439,0.017,0.405,0.472,0.0,0.0,8180.0,5205.0,1.0
foul_prob[1152],0.403,0.021,0.363,0.442,0.0,0.0,8274.0,5021.0,1.0
foul_prob[1153],0.424,0.009,0.408,0.442,0.0,0.0,8263.0,5132.0,1.0
foul_prob[1154],0.445,0.015,0.414,0.474,0.0,0.0,8613.0,5262.0,1.0
foul_prob[1155],0.365,0.017,0.333,0.397,0.0,0.0,8127.0,5088.0,1.0
foul_prob[1156],0.391,0.015,0.362,0.421,0.0,0.0,7715.0,5263.0,1.0
foul_prob[1157],0.412,0.018,0.377,0.448,0.0,0.0,7979.0,5124.0,1.0
foul_prob[1158],0.365,0.015,0.337,0.397,0.0,0.0,7870.0,5573.0,1.0
foul_prob[1159],0.466,0.018,0.43,0.498,0.0,0.0,8796.0,5180.0,1.0
foul_prob[1160],0.411,0.014,0.384,0.438,0.0,0.0,7304.0,5279.0,1.0
foul_prob[1161],0.479,0.016,0.447,0.51,0.0,0.0,8021.0,5218.0,1.0
foul_prob[1162],0.395,0.016,0.363,0.424,0.0,0.0,9212.0,5353.0,1.0
foul_prob[1163],0.531,0.015,0.5,0.558,0.0,0.0,8338.0,5340.0,1.0
foul_prob[1164],0.415,0.012,0.391,0.439,0.0,0.0,8480.0,5370.0,1.0
foul_prob[1165],0.444,0.016,0.413,0.474,0.0,0.0,7131.0,5364.0,1.0
foul_prob[1166],0.398,0.016,0.367,0.431,0.0,0.0,7639.0,4877.0,1.0
foul_prob[1167],0.443,0.013,0.418,0.469,0.0,0.0,7742.0,5449.0,1.0
foul_prob[1168],0.485,0.014,0.459,0.513,0.0,0.0,9430.0,5117.0,1.0
foul_prob[1169],0.372,0.014,0.343,0.397,0.0,0.0,7245.0,4891.0,1.0
foul_prob[1170],0.504,0.016,0.474,0.534,0.0,0.0,7751.0,6013.0,1.0
foul_prob[1171],0.375,0.017,0.343,0.408,0.0,0.0,8202.0,5626.0,1.0
foul_prob[1172],0.431,0.016,0.399,0.46,0.0,0.0,7421.0,5306.0,1.0
foul_prob[1173],0.493,0.017,0.46,0.525,0.0,0.0,6937.0,5155.0,1.0
foul_prob[1174],0.448,0.009,0.43,0.466,0.0,0.0,8484.0,4992.0,1.0
foul_prob[1175],0.406,0.018,0.373,0.44,0.0,0.0,7664.0,5260.0,1.0
foul_prob[1176],0.333,0.023,0.289,0.378,0.0,0.0,8219.0,4984.0,1.0
foul_prob[1177],0.456,0.019,0.416,0.493,0.0,0.0,7693.0,5317.0,1.0
foul_prob[1178],0.57,0.015,0.541,0.597,0.0,0.0,7533.0,5105.0,1.0
foul_prob[1179],0.558,0.018,0.522,0.594,0.0,0.0,8496.0,5158.0,1.0
foul_prob[1180],0.359,0.013,0.333,0.385,0.0,0.0,7474.0,5417.0,1.0
foul_prob[1181],0.494,0.023,0.45,0.54,0.0,0.0,8898.0,5573.0,1.0
foul_prob[1182],0.367,0.024,0.319,0.412,0.0,0.0,8708.0,4961.0,1.0
foul_prob[1183],0.512,0.021,0.474,0.556,0.0,0.0,7898.0,5094.0,1.0
foul_prob[1184],0.47,0.014,0.441,0.496,0.0,0.0,7463.0,5246.0,1.0
foul_prob[1185],0.369,0.014,0.343,0.398,0.0,0.0,7532.0,5656.0,1.0
foul_prob[1186],0.478,0.017,0.445,0.511,0.0,0.0,8077.0,4961.0,1.0
foul_prob[1187],0.483,0.013,0.459,0.508,0.0,0.0,7400.0,5856.0,1.0
foul_prob[1188],0.369,0.016,0.338,0.399,0.0,0.0,8051.0,4925.0,1.0
foul_prob[1189],0.35,0.024,0.303,0.397,0.0,0.0,8696.0,5582.0,1.0
foul_prob[1190],0.333,0.019,0.298,0.371,0.0,0.0,7741.0,5546.0,1.0
foul_prob[1191],0.567,0.022,0.525,0.611,0.0,0.0,7714.0,5367.0,1.0
foul_prob[1192],0.506,0.012,0.482,0.529,0.0,0.0,7869.0,4734.0,1.0
foul_prob[1193],0.37,0.014,0.342,0.398,0.0,0.0,7282.0,5185.0,1.0
foul_prob[1194],0.371,0.012,0.347,0.396,0.0,0.0,7389.0,5592.0,1.0
foul_prob[1195],0.461,0.016,0.43,0.492,0.0,0.0,8217.0,5408.0,1.0
foul_prob[1196],0.409,0.015,0.38,0.436,0.0,0.0,7644.0,4894.0,1.0
foul_prob[1197],0.536,0.02,0.497,0.574,0.0,0.0,8022.0,5362.0,1.0
foul_prob[1198],0.329,0.029,0.274,0.386,0.0,0.0,8533.0,5237.0,1.0
foul_prob[1199],0.429,0.016,0.397,0.46,0.0,0.0,8922.0,5233.0,1.0
foul_prob[1200],0.433,0.016,0.402,0.464,0.0,0.0,7163.0,5152.0,1.0
foul_prob[1201],0.437,0.018,0.404,0.472,0.0,0.0,9093.0,5283.0,1.0
foul_prob[1202],0.432,0.01,0.413,0.451,0.0,0.0,7637.0,5028.0,1.0
foul_prob[1203],0.395,0.018,0.358,0.428,0.0,0.0,8175.0,4787.0,1.0
foul_prob[1204],0.464,0.011,0.443,0.487,0.0,0.0,8446.0,4955.0,1.0
foul_prob[1205],0.451,0.017,0.418,0.483,0.0,0.0,7785.0,5384.0,1.0
foul_prob[1206],0.441,0.016,0.411,0.471,0.0,0.0,7883.0,4825.0,1.0
foul_prob[1207],0.447,0.01,0.427,0.468,0.0,0.0,8081.0,5027.0,1.0
foul_prob[1208],0.378,0.017,0.342,0.41,0.0,0.0,8269.0,5211.0,1.0
foul_prob[1209],0.42,0.012,0.397,0.445,0.0,0.0,7452.0,5549.0,1.0
foul_prob[1210],0.383,0.013,0.358,0.408,0.0,0.0,7664.0,5517.0,1.0
foul_prob[1211],0.421,0.011,0.4,0.442,0.0,0.0,7777.0,5127.0,1.0
foul_prob[1212],0.417,0.014,0.391,0.445,0.0,0.0,8020.0,5483.0,1.0
foul_prob[1213],0.455,0.018,0.42,0.491,0.0,0.0,8003.0,5256.0,1.0
foul_prob[1214],0.337,0.025,0.288,0.389,0.0,0.0,7908.0,5223.0,1.0
foul_prob[1215],0.394,0.013,0.368,0.419,0.0,0.0,8057.0,5725.0,1.0
foul_prob[1216],0.396,0.011,0.373,0.418,0.0,0.0,7884.0,5284.0,1.0
foul_prob[1217],0.531,0.02,0.492,0.568,0.0,0.0,7869.0,5553.0,1.0
foul_prob[1218],0.486,0.016,0.454,0.517,0.0,0.0,8404.0,5579.0,1.0
foul_prob[1219],0.406,0.023,0.362,0.456,0.0,0.0,8047.0,4943.0,1.0
foul_prob[1220],0.403,0.013,0.377,0.427,0.0,0.0,7021.0,5207.0,1.0
foul_prob[1221],0.365,0.015,0.337,0.393,0.0,0.0,7896.0,5119.0,1.0
foul_prob[1222],0.599,0.019,0.562,0.634,0.0,0.0,7808.0,4903.0,1.0
foul_prob[1223],0.431,0.016,0.399,0.462,0.0,0.0,8199.0,4596.0,1.0
foul_prob[1224],0.484,0.021,0.441,0.524,0.0,0.0,8116.0,5309.0,1.0
foul_prob[1225],0.439,0.014,0.412,0.467,0.0,0.0,8426.0,5354.0,1.0
foul_prob[1226],0.492,0.016,0.46,0.523,0.0,0.0,10076.0,4782.0,1.0
foul_prob[1227],0.395,0.016,0.366,0.426,0.0,0.0,7231.0,5444.0,1.0
foul_prob[1228],0.494,0.016,0.463,0.524,0.0,0.0,7473.0,4917.0,1.0
foul_prob[1229],0.44,0.013,0.416,0.466,0.0,0.0,7628.0,5253.0,1.0
foul_prob[1230],0.389,0.015,0.36,0.418,0.0,0.0,7875.0,5238.0,1.0
foul_prob[1231],0.334,0.018,0.3,0.369,0.0,0.0,7727.0,5034.0,1.0
foul_prob[1232],0.397,0.011,0.376,0.42,0.0,0.0,7809.0,5288.0,1.0
foul_prob[1233],0.426,0.013,0.402,0.451,0.0,0.0,6695.0,5071.0,1.0
foul_prob[1234],0.547,0.015,0.52,0.577,0.0,0.0,8249.0,5657.0,1.0
foul_prob[1235],0.388,0.009,0.371,0.408,0.0,0.0,6891.0,5478.0,1.0
foul_prob[1236],0.45,0.022,0.409,0.495,0.0,0.0,8773.0,4739.0,1.0
foul_prob[1237],0.37,0.014,0.343,0.396,0.0,0.0,7932.0,5518.0,1.0
foul_prob[1238],0.394,0.014,0.364,0.42,0.0,0.0,7542.0,5608.0,1.0
foul_prob[1239],0.538,0.018,0.505,0.574,0.0,0.0,8429.0,5076.0,1.0
foul_prob[1240],0.501,0.019,0.465,0.538,0.0,0.0,8121.0,4818.0,1.0
foul_prob[1241],0.456,0.015,0.426,0.485,0.0,0.0,8310.0,5211.0,1.0
foul_prob[1242],0.425,0.023,0.382,0.47,0.0,0.0,9301.0,4509.0,1.0
foul_prob[1243],0.484,0.016,0.453,0.513,0.0,0.0,7260.0,4996.0,1.0
foul_prob[1244],0.566,0.014,0.54,0.593,0.0,0.0,7487.0,5333.0,1.0
foul_prob[1245],0.444,0.015,0.416,0.472,0.0,0.0,8312.0,5151.0,1.0
foul_prob[1246],0.402,0.022,0.359,0.445,0.0,0.0,8863.0,4865.0,1.0
foul_prob[1247],0.503,0.012,0.481,0.526,0.0,0.0,8670.0,5547.0,1.0
foul_prob[1248],0.381,0.023,0.337,0.426,0.0,0.0,8521.0,5213.0,1.0
foul_prob[1249],0.474,0.016,0.444,0.507,0.0,0.0,7389.0,5455.0,1.0
foul_prob[1250],0.557,0.011,0.537,0.579,0.0,0.0,7841.0,5436.0,1.0
foul_prob[1251],0.55,0.02,0.512,0.589,0.0,0.0,7812.0,4968.0,1.0
foul_prob[1252],0.473,0.01,0.453,0.492,0.0,0.0,7152.0,5702.0,1.0
foul_prob[1253],0.518,0.016,0.488,0.55,0.0,0.0,8980.0,5646.0,1.0
foul_prob[1254],0.419,0.019,0.381,0.453,0.0,0.0,7875.0,4933.0,1.0
foul_prob[1255],0.486,0.014,0.459,0.512,0.0,0.0,9174.0,4781.0,1.0
foul_prob[1256],0.356,0.02,0.317,0.394,0.0,0.0,7850.0,5242.0,1.0
foul_prob[1257],0.438,0.009,0.419,0.455,0.0,0.0,7958.0,4793.0,1.0
foul_prob[1258],0.494,0.013,0.47,0.519,0.0,0.0,8244.0,5437.0,1.0
foul_prob[1259],0.333,0.013,0.307,0.36,0.0,0.0,6159.0,5034.0,1.0
foul_prob[1260],0.51,0.011,0.488,0.531,0.0,0.0,7540.0,5526.0,1.0
foul_prob[1261],0.514,0.02,0.476,0.552,0.0,0.0,8977.0,4882.0,1.0
foul_prob[1262],0.368,0.024,0.321,0.416,0.0,0.0,8702.0,5165.0,1.0
foul_prob[1263],0.459,0.019,0.42,0.494,0.0,0.0,7431.0,4978.0,1.0
foul_prob[1264],0.529,0.013,0.504,0.553,0.0,0.0,7448.0,4994.0,1.0
foul_prob[1265],0.469,0.01,0.45,0.489,0.0,0.0,8607.0,4846.0,1.0
foul_prob[1266],0.376,0.011,0.354,0.397,0.0,0.0,6596.0,4804.0,1.0
foul_prob[1267],0.558,0.013,0.532,0.584,0.0,0.0,7929.0,5732.0,1.0
foul_prob[1268],0.38,0.02,0.34,0.419,0.0,0.0,7605.0,5377.0,1.0
foul_prob[1269],0.427,0.014,0.398,0.456,0.0,0.0,8309.0,5563.0,1.0
foul_prob[1270],0.43,0.013,0.407,0.456,0.0,0.0,6623.0,5064.0,1.0
foul_prob[1271],0.405,0.017,0.37,0.436,0.0,0.0,8474.0,5056.0,1.0
foul_prob[1272],0.446,0.018,0.413,0.481,0.0,0.0,7330.0,5089.0,1.0
foul_prob[1273],0.524,0.02,0.483,0.563,0.0,0.0,8380.0,5005.0,1.0
foul_prob[1274],0.478,0.023,0.433,0.526,0.0,0.0,7694.0,4815.0,1.0
foul_prob[1275],0.421,0.012,0.397,0.445,0.0,0.0,8308.0,4994.0,1.0
foul_prob[1276],0.468,0.014,0.441,0.495,0.0,0.0,7395.0,4951.0,1.0
foul_prob[1277],0.491,0.026,0.44,0.539,0.0,0.0,8502.0,4967.0,1.0
foul_prob[1278],0.456,0.03,0.398,0.515,0.0,0.0,9872.0,4919.0,1.0
foul_prob[1279],0.381,0.013,0.355,0.408,0.0,0.0,6569.0,5199.0,1.0
foul_prob[1280],0.413,0.019,0.378,0.452,0.0,0.0,7475.0,5134.0,1.0
foul_prob[1281],0.39,0.019,0.353,0.428,0.0,0.0,7539.0,5148.0,1.0
foul_prob[1282],0.441,0.013,0.415,0.466,0.0,0.0,7019.0,5339.0,1.0
foul_prob[1283],0.498,0.018,0.463,0.534,0.0,0.0,8595.0,5401.0,1.0
foul_prob[1284],0.38,0.012,0.358,0.402,0.0,0.0,6360.0,5178.0,1.0
foul_prob[1285],0.472,0.012,0.449,0.494,0.0,0.0,7362.0,5693.0,1.0
foul_prob[1286],0.402,0.011,0.38,0.424,0.0,0.0,7038.0,4868.0,1.0
foul_prob[1287],0.415,0.017,0.382,0.45,0.0,0.0,8163.0,4688.0,1.0
foul_prob[1288],0.391,0.017,0.357,0.422,0.0,0.0,8237.0,5297.0,1.0
foul_prob[1289],0.351,0.017,0.319,0.384,0.0,0.0,7549.0,5310.0,1.0
foul_prob[1290],0.365,0.015,0.336,0.393,0.0,0.0,7930.0,5321.0,1.0
foul_prob[1291],0.507,0.017,0.474,0.54,0.0,0.0,7950.0,5317.0,1.0
foul_prob[1292],0.507,0.019,0.469,0.543,0.0,0.0,8662.0,5324.0,1.0
foul_prob[1293],0.485,0.015,0.456,0.513,0.0,0.0,7765.0,5787.0,1.0
foul_prob[1294],0.459,0.011,0.438,0.483,0.0,0.0,7566.0,5341.0,1.0
foul_prob[1295],0.49,0.014,0.463,0.518,0.0,0.0,7153.0,5690.0,1.0
foul_prob[1296],0.484,0.016,0.452,0.515,0.0,0.0,7467.0,5585.0,1.0
foul_prob[1297],0.325,0.014,0.298,0.352,0.0,0.0,6637.0,5132.0,1.0
foul_prob[1298],0.415,0.018,0.379,0.449,0.0,0.0,9036.0,5174.0,1.0
foul_prob[1299],0.403,0.018,0.37,0.437,0.0,0.0,7965.0,5256.0,1.0
foul_prob[1300],0.461,0.012,0.438,0.484,0.0,0.0,8816.0,5582.0,1.0
foul_prob[1301],0.372,0.018,0.337,0.407,0.0,0.0,8163.0,5587.0,1.0
foul_prob[1302],0.532,0.015,0.501,0.559,0.0,0.0,7210.0,5305.0,1.0
foul_prob[1303],0.338,0.019,0.302,0.376,0.0,0.0,7205.0,4893.0,1.0
foul_prob[1304],0.457,0.01,0.439,0.477,0.0,0.0,9238.0,5061.0,1.0
foul_prob[1305],0.45,0.011,0.429,0.472,0.0,0.0,8037.0,4952.0,1.0
foul_prob[1306],0.486,0.019,0.45,0.524,0.0,0.0,8096.0,5480.0,1.0
foul_prob[1307],0.348,0.016,0.318,0.379,0.0,0.0,7470.0,5622.0,1.0
foul_prob[1308],0.402,0.009,0.385,0.418,0.0,0.0,6834.0,5514.0,1.0
foul_prob[1309],0.525,0.014,0.497,0.551,0.0,0.0,7332.0,4928.0,1.0
foul_prob[1310],0.497,0.01,0.477,0.515,0.0,0.0,8997.0,5463.0,1.0
foul_prob[1311],0.448,0.021,0.407,0.49,0.0,0.0,7877.0,5097.0,1.0
foul_prob[1312],0.407,0.023,0.362,0.452,0.0,0.0,8363.0,4776.0,1.0
foul_prob[1313],0.378,0.013,0.352,0.403,0.0,0.0,7708.0,5086.0,1.0
foul_prob[1314],0.429,0.01,0.41,0.448,0.0,0.0,7892.0,5290.0,1.0
foul_prob[1315],0.542,0.017,0.509,0.575,0.0,0.0,7776.0,5549.0,1.0
foul_prob[1316],0.467,0.015,0.437,0.496,0.0,0.0,7446.0,5665.0,1.0
foul_prob[1317],0.444,0.011,0.422,0.464,0.0,0.0,8126.0,5373.0,1.0
foul_prob[1318],0.403,0.015,0.374,0.431,0.0,0.0,8136.0,5349.0,1.0
foul_prob[1319],0.447,0.018,0.412,0.481,0.0,0.0,8020.0,5234.0,1.0
foul_prob[1320],0.289,0.042,0.208,0.372,0.0,0.0,8624.0,4688.0,1.0
foul_prob[1321],0.471,0.015,0.442,0.499,0.0,0.0,7780.0,5225.0,1.0
foul_prob[1322],0.362,0.017,0.329,0.394,0.0,0.0,7585.0,5480.0,1.0
foul_prob[1323],0.425,0.012,0.402,0.449,0.0,0.0,8557.0,5330.0,1.0
foul_prob[1324],0.428,0.017,0.395,0.463,0.0,0.0,7758.0,4426.0,1.0
foul_prob[1325],0.411,0.011,0.389,0.433,0.0,0.0,7750.0,5844.0,1.0
foul_prob[1326],0.356,0.023,0.311,0.401,0.0,0.0,7994.0,4868.0,1.0
foul_prob[1327],0.345,0.025,0.297,0.394,0.0,0.0,8298.0,4713.0,1.0
foul_prob[1328],0.351,0.02,0.313,0.39,0.0,0.0,8345.0,5092.0,1.0
foul_prob[1329],0.421,0.011,0.399,0.442,0.0,0.0,7884.0,5271.0,1.0
foul_prob[1330],0.476,0.017,0.442,0.51,0.0,0.0,8759.0,5887.0,1.0
foul_prob[1331],0.381,0.014,0.355,0.409,0.0,0.0,7061.0,5288.0,1.0
foul_prob[1332],0.419,0.015,0.388,0.446,0.0,0.0,7817.0,4614.0,1.0
foul_prob[1333],0.339,0.021,0.297,0.378,0.0,0.0,7936.0,4752.0,1.0
foul_prob[1334],0.478,0.012,0.455,0.502,0.0,0.0,8632.0,5034.0,1.0
foul_prob[1335],0.439,0.018,0.404,0.474,0.0,0.0,8560.0,5583.0,1.0
foul_prob[1336],0.527,0.022,0.486,0.569,0.0,0.0,8398.0,5471.0,1.0
foul_prob[1337],0.485,0.012,0.46,0.509,0.0,0.0,9618.0,5623.0,1.0
foul_prob[1338],0.418,0.011,0.395,0.44,0.0,0.0,8397.0,5179.0,1.0
foul_prob[1339],0.562,0.02,0.522,0.599,0.0,0.0,8555.0,5208.0,1.0
foul_prob[1340],0.543,0.022,0.497,0.585,0.0,0.0,9237.0,5390.0,1.0
foul_prob[1341],0.391,0.02,0.352,0.43,0.0,0.0,9223.0,5178.0,1.0
foul_prob[1342],0.4,0.012,0.376,0.424,0.0,0.0,8065.0,5623.0,1.0
foul_prob[1343],0.419,0.014,0.392,0.446,0.0,0.0,6269.0,4812.0,1.0
foul_prob[1344],0.367,0.021,0.327,0.408,0.0,0.0,8181.0,5301.0,1.0
foul_prob[1345],0.457,0.017,0.421,0.488,0.0,0.0,8577.0,4969.0,1.0
foul_prob[1346],0.355,0.012,0.332,0.38,0.0,0.0,7241.0,5478.0,1.0
foul_prob[1347],0.442,0.012,0.418,0.467,0.0,0.0,6935.0,5548.0,1.0
foul_prob[1348],0.457,0.014,0.429,0.482,0.0,0.0,8904.0,4919.0,1.0
foul_prob[1349],0.515,0.014,0.487,0.542,0.0,0.0,7622.0,5635.0,1.0
foul_prob[1350],0.526,0.013,0.501,0.55,0.0,0.0,7917.0,5540.0,1.0
foul_prob[1351],0.432,0.015,0.402,0.462,0.0,0.0,7321.0,5373.0,1.0
foul_prob[1352],0.435,0.007,0.42,0.449,0.0,0.0,6944.0,5245.0,1.0
foul_prob[1353],0.456,0.02,0.418,0.494,0.0,0.0,9214.0,5373.0,1.0
foul_prob[1354],0.424,0.008,0.409,0.44,0.0,0.0,7029.0,5338.0,1.0
foul_prob[1355],0.51,0.014,0.481,0.535,0.0,0.0,8087.0,5314.0,1.0
foul_prob[1356],0.437,0.008,0.421,0.452,0.0,0.0,7944.0,5378.0,1.0
foul_prob[1357],0.515,0.017,0.482,0.547,0.0,0.0,7984.0,4832.0,1.0
foul_prob[1358],0.463,0.018,0.428,0.498,0.0,0.0,7858.0,5876.0,1.0
foul_prob[1359],0.398,0.021,0.357,0.44,0.0,0.0,7811.0,5518.0,1.0
foul_prob[1360],0.347,0.017,0.316,0.381,0.0,0.0,7363.0,5847.0,1.0
foul_prob[1361],0.451,0.015,0.423,0.479,0.0,0.0,8551.0,5001.0,1.0
foul_prob[1362],0.426,0.014,0.399,0.454,0.0,0.0,7494.0,5341.0,1.0
foul_prob[1363],0.54,0.02,0.5,0.577,0.0,0.0,7697.0,4910.0,1.0
foul_prob[1364],0.455,0.014,0.428,0.483,0.0,0.0,8659.0,4812.0,1.0
foul_prob[1365],0.499,0.012,0.477,0.522,0.0,0.0,9318.0,4911.0,1.0
foul_prob[1366],0.451,0.013,0.426,0.478,0.0,0.0,8960.0,5617.0,1.0
foul_prob[1367],0.436,0.019,0.397,0.472,0.0,0.0,8644.0,4940.0,1.0
foul_prob[1368],0.438,0.015,0.409,0.468,0.0,0.0,7582.0,4653.0,1.0
foul_prob[1369],0.526,0.018,0.489,0.559,0.0,0.0,9129.0,5312.0,1.0
foul_prob[1370],0.421,0.014,0.393,0.448,0.0,0.0,7618.0,5176.0,1.0
foul_prob[1371],0.339,0.017,0.305,0.372,0.0,0.0,7628.0,5528.0,1.0
foul_prob[1372],0.403,0.011,0.382,0.426,0.0,0.0,8221.0,5709.0,1.0
foul_prob[1373],0.514,0.014,0.488,0.543,0.0,0.0,7957.0,5497.0,1.0
foul_prob[1374],0.379,0.019,0.342,0.417,0.0,0.0,8266.0,4922.0,1.0
foul_prob[1375],0.36,0.014,0.334,0.386,0.0,0.0,7286.0,5436.0,1.0
foul_prob[1376],0.445,0.015,0.416,0.474,0.0,0.0,8321.0,5783.0,1.0
foul_prob[1377],0.499,0.015,0.47,0.527,0.0,0.0,9379.0,5303.0,1.0
foul_prob[1378],0.553,0.021,0.511,0.593,0.0,0.0,7687.0,5439.0,1.0
foul_prob[1379],0.372,0.013,0.346,0.395,0.0,0.0,7700.0,5295.0,1.0
foul_prob[1380],0.382,0.018,0.347,0.418,0.0,0.0,7606.0,4979.0,1.0
foul_prob[1381],0.505,0.02,0.466,0.546,0.0,0.0,9053.0,4904.0,1.0
foul_prob[1382],0.462,0.007,0.448,0.475,0.0,0.0,7102.0,5170.0,1.0
foul_prob[1383],0.492,0.015,0.462,0.52,0.0,0.0,9150.0,5495.0,1.0
foul_prob[1384],0.509,0.012,0.486,0.533,0.0,0.0,8545.0,5510.0,1.0
foul_prob[1385],0.425,0.017,0.389,0.457,0.0,0.0,8445.0,5340.0,1.0
foul_prob[1386],0.37,0.013,0.346,0.395,0.0,0.0,7673.0,5499.0,1.0
foul_prob[1387],0.397,0.013,0.371,0.423,0.0,0.0,7361.0,5625.0,1.0
foul_prob[1388],0.414,0.011,0.393,0.435,0.0,0.0,8272.0,5344.0,1.0
foul_prob[1389],0.487,0.017,0.453,0.52,0.0,0.0,8120.0,4871.0,1.0
foul_prob[1390],0.325,0.019,0.288,0.362,0.0,0.0,7547.0,5458.0,1.0
foul_prob[1391],0.457,0.016,0.425,0.49,0.0,0.0,7628.0,5065.0,1.0
foul_prob[1392],0.449,0.013,0.425,0.474,0.0,0.0,7758.0,5783.0,1.0
foul_prob[1393],0.437,0.016,0.406,0.47,0.0,0.0,8107.0,5116.0,1.0
foul_prob[1394],0.49,0.011,0.469,0.512,0.0,0.0,10893.0,4504.0,1.0
foul_prob[1395],0.492,0.015,0.465,0.522,0.0,0.0,8099.0,5611.0,1.0
foul_prob[1396],0.444,0.006,0.432,0.456,0.0,0.0,6804.0,5520.0,1.0
foul_prob[1397],0.373,0.016,0.341,0.404,0.0,0.0,8129.0,5272.0,1.0
foul_prob[1398],0.437,0.012,0.415,0.46,0.0,0.0,7172.0,5659.0,1.0
foul_prob[1399],0.399,0.018,0.361,0.432,0.0,0.0,8419.0,5553.0,1.0
foul_prob[1400],0.336,0.017,0.304,0.369,0.0,0.0,7678.0,5336.0,1.0
foul_prob[1401],0.492,0.024,0.446,0.537,0.0,0.0,8193.0,5427.0,1.0
foul_prob[1402],0.486,0.008,0.47,0.501,0.0,0.0,10046.0,4845.0,1.0
foul_prob[1403],0.376,0.016,0.343,0.405,0.0,0.0,6862.0,5240.0,1.0
foul_prob[1404],0.435,0.017,0.4,0.467,0.0,0.0,8331.0,4902.0,1.0
